Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;65;0.89;383.89;183.39;391.89;189.59;0.62;0.38;0.58;0.42;;6
filler-1_corrected;;0;;1;1;1;1;0;;65;0.91;1230.82;755.33;1230.84;757.48;0.98;0.02;0.83;0.17;;6
filler-2;;1;;1;1;1;1;1;;45;1.00;237.82;87.33;255.90;87.43;0.36;0.64;0.76;0.24;;4
filler-2_corrected;;1;;1;1;1;1;1;;45;0.76;858.76;274.92;859.14;276.04;0.87;0.13;0.73;0.27;;4
FULL_BAY_IrishRecipe_cell4;;0;;1;0;1;1;0;;56;0.39;295.19;87.24;298.63;90.06;0.80;0.20;0.91;0.09;;5
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;0;1;0;;56;0.00;244.85;82.00;250.99;86.65;1.00;0.00;0.96;0.04;;5
XXX-translation-1;;0;;1;1;1;1;0;;18;0.83;164.53;277.21;171.99;281.11;1.00;0.00;0.78;0.22;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;18;1.00;65.00;97.32;65.23;97.87;1.00;0.00;1.00;0.00;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;0;1;1;0;;98;0.31;875.49;123.56;896.90;127.67;0.47;0.53;0.93;0.07;;9
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;98;0.96;1030.27;712.29;1032.79;718.14;0.94;0.06;0.94;0.06;;9
XXX-translation-2;;0;;1;0;1;1;0;;19;0.26;217.35;172.03;219.01;178.87;1.00;0.00;0.53;0.47;;2
XXX-translation-2_corrected;;0;;1;1;0;0;0;;19;1.00;27.78;38.31;27.95;38.41;1.00;0.00;1.00;0.00;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;0;0;0;0;;38;0.39;146.32;64.15;147.45;64.35;1.00;0.00;0.97;0.03;;3
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;1;0;0;0;;38;1.00;15.05;31.92;15.14;32.11;1.00;0.00;1.00;0.00;;3
