Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;61;0.98;178.74;126.19;180.60;129.31;0.49;0.51;0.33;0.67;;4
filler-1_corrected;;1;;1;1;1;1;1;;61;0.97;272.80;193.12;277.07;201.02;0.49;0.51;0.34;0.66;;4
filler-2;;1;;1;1;1;1;1;;43;0.98;236.16;105.78;242.29;106.31;0.44;0.56;0.35;0.65;;3
filler-2_corrected;;1;;1;1;1;1;1;;43;0.95;310.22;138.13;318.35;138.59;0.40;0.60;0.35;0.65;;3
1.reference-lSRP-Right-shelf;;0;;1;1;0;0;0;;94;1.00;95.53;84.14;95.74;85.05;0.01;0.99;0.14;0.86;;6
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;94;1.00;122.97;114.08;124.69;114.57;0.01;0.99;0.26;0.74;;6
translation-far;;1;;1;1;1;1;1;;42;1.00;224.47;108.52;237.29;109.88;0.81;0.19;0.81;0.19;;3
translation-far_corrected;;1;;1;1;1;1;1;;42;0.98;301.38;141.00;318.08;143.64;0.81;0.19;0.81;0.19;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;259;0.98;300.84;154.23;306.37;154.35;0.31;0.69;0.84;0.16;;18
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;259;0.95;337.55;186.32;350.37;188.94;0.31;0.69;0.84;0.16;;18
translation-individual;;0;;1;1;0;0;0;;28;1.00;87.89;81.51;87.89;81.52;0.93;0.07;0.89;0.11;;2
translation-individual_corrected;;0;;1;1;0;0;0;;28;1.00;98.79;96.12;98.89;96.40;0.96;0.04;0.89;0.11;;2
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;120;0.98;290.73;129.98;292.41;129.98;0.59;0.41;0.62;0.38;;8
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;120;0.97;359.43;161.78;360.86;162.63;0.61;0.39;0.60;0.40;;8
1-Shabam-reference-individual;;1;;1;1;1;1;1;;67;1.00;176.04;138.83;178.02;139.27;0.87;0.13;0.61;0.39;;6
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;67;0.94;254.44;197.13;257.92;200.55;0.87;0.13;0.58;0.42;;6
