Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;51;0.98;181.00;113.64;181.03;115.02;0.84;0.16;0.02;0.98;;4
filler-1_corrected;;0;;1;0;1;1;1;;51;0.37;12568.02;4225.63;12837.62;4307.64;0.47;0.53;0.57;0.43;;4
filler-2;;0;;1;1;0;0;0;;48;0.85;144.30;78.38;149.23;78.46;0.94;0.06;0.00;1.00;;3
filler-2_corrected;;1;;1;1;1;1;1;;48;0.69;13821.63;3033.24;14049.99;3115.21;0.79;0.21;0.31;0.69;;3
1.reference-lSRP-Right-shelf;;0;;1;1;0;0;0;;33;1.00;137.02;74.99;137.30;75.17;0.00;1.00;0.45;0.55;;2
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;33;0.94;93.33;82.62;94.31;87.88;0.00;1.00;0.00;1.00;;2
translation-far;;0;;1;1;1;1;0;;22;0.91;224.92;140.53;228.14;158.19;0.32;0.68;0.00;1.00;;1
translation-far_corrected;;1;;1;1;1;1;1;;22;0.77;944.08;822.48;961.95;828.30;0.27;0.73;0.27;0.73;;1
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;166;0.99;205.99;94.23;206.04;94.30;0.30;0.70;0.04;0.96;;12
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;1;;166;0.46;32184.41;8754.20;32205.81;8757.79;0.25;0.75;0.22;0.78;;12
1-Shabam-reference-individual;;0;;1;1;0;0;0;;40;1.00;89.57;75.50;89.57;76.70;0.45;0.55;0.03;0.98;;4
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;1;;40;0.30;13164.15;5016.46;13280.30;5035.86;0.25;0.75;0.25;0.75;;4
translation-individual;;0;;1;1;0;0;0;;24;1.00;147.65;47.31;149.39;47.33;0.38;0.63;0.00;1.00;;2
translation-individual_corrected;;0;;1;1;1;1;0;;24;0.88;607.09;216.91;623.22;220.52;0.00;1.00;0.04;0.96;;2
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;25;1.00;179.07;33.92;189.92;33.92;0.84;0.16;0.00;1.00;;2
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;1;;25;0.20;2584.24;495.33;2610.02;495.40;0.64;0.36;0.60;0.40;;2
