Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;31;1.00;177.63;105.54;187.49;107.30;0.06;0.94;0.00;1.00;;5
filler-1_corrected;;0;;1;1;1;1;0;;31;0.94;230.98;144.49;245.64;149.52;0.10;0.90;0.16;0.84;;5
filler-2;;0;;1;1;1;1;0;;43;0.77;311.39;148.77;330.20;152.73;0.00;1.00;0.44;0.56;;7
filler-2_corrected;;0;;1;1;1;1;0;;43;0.98;209.34;193.74;212.63;193.75;0.02;0.98;0.44;0.56;;7
FULL_BAY_Current_cell1;;0;;1;0;1;1;0;;78;0.03;174.50;181.60;175.68;187.62;0.00;1.00;0.00;1.00;;12
FULL_BAY_Current_cell1_corrected;;0;;1;0;1;1;0;;78;0.03;92.51;163.68;92.54;165.51;0.00;1.00;0.00;1.00;;12
XXX-translation-1;;0;;1;0;0;0;0;;21;0.33;260.87;80.07;262.25;81.25;0.00;1.00;0.00;1.00;;3
XXX-translation-1_corrected;;0;;1;1;0;0;0;;21;0.86;131.36;74.93;134.49;74.97;0.00;1.00;0.00;1.00;;3
3_SHELVES_Current_cell1;;0;;1;0;1;1;0;;119;0.31;202.41;145.99;206.71;151.08;0.06;0.94;0.01;0.99;;17
3_SHELVES_Current_cell1_corrected;;0;;1;0;1;1;0;;119;0.29;170.63;148.86;170.80;152.46;0.08;0.92;0.02;0.98;;17
XXX-translation-2;;0;;1;1;0;0;0;;26;1.00;108.54;96.66;116.99;102.45;0.23;0.77;0.00;1.00;;3
XXX-translation-2_corrected;;0;;1;1;0;0;1;;26;1.00;136.90;146.07;145.48;154.40;0.54;0.46;0.23;0.77;;3
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;130;0.95;173.87;97.43;173.87;97.47;0.03;0.97;0.00;1.00;;21
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;1;1;1;0;;130;0.92;329.07;118.84;331.50;118.91;0.03;0.97;0.01;0.99;;21
