Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;26;1.00;234.56;119.84;241.47;120.45;0.88;0.12;0.19;0.81;;3
filler-1_corrected;;1;;1;1;1;1;1;;26;0.96;306.73;236.21;306.86;237.59;0.69;0.31;0.31;0.69;;3
filler-2;;1;;1;1;1;1;1;;283;0.82;488.88;247.76;488.89;248.71;0.55;0.45;0.70;0.30;;31
filler-2_corrected;;1;;1;1;1;1;1;;283;0.75;558.62;420.75;588.43;442.99;0.38;0.62;0.75;0.25;;31
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;59;0.93;410.41;214.02;436.24;214.90;0.42;0.58;0.54;0.46;;6
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;59;0.93;387.06;255.80;435.43;271.19;0.24;0.76;0.64;0.36;;6
translation-far;;0;;1;1;0;0;1;;17;1.00;244.56;82.78;259.91;82.89;0.47;0.53;0.76;0.24;;2
translation-far_corrected;;0;;1;1;1;1;0;;17;1.00;175.75;87.35;182.40;87.36;0.00;1.00;0.82;0.18;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;240;0.88;418.28;214.29;418.31;214.80;0.41;0.59;0.84;0.16;;30
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;240;0.88;392.36;670.28;404.76;679.03;0.20;0.80;0.91;0.09;;30
1-Shabam-reference-individual;;0;;1;1;1;1;0;;78;0.96;176.83;140.70;176.98;140.72;0.26;0.74;0.08;0.92;;9
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;78;0.69;279.04;389.97;287.73;410.72;0.18;0.82;0.13;0.87;;9
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;61;1.00;228.58;138.39;235.51;138.63;0.33;0.67;0.28;0.72;;8
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;61;0.95;251.21;245.90;271.78;247.67;0.16;0.84;0.41;0.59;;8
translation-individual;;1;;1;1;1;1;1;;28;0.68;243.70;285.94;244.75;303.36;0.50;0.50;0.21;0.79;;4
translation-individual_corrected;;0;;1;0;1;1;1;;28;0.54;1205.07;3660.09;1255.53;4030.43;0.36;0.64;0.29;0.71;;4
