Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;13;1.00;162.73;128.50;171.62;128.52;0.23;0.77;0.23;0.77;;3
filler-1_corrected;;0;;1;0;1;1;1;;13;0.54;1506.30;692.22;1593.41;765.21;0.77;0.23;0.15;0.85;;3
filler-2;;0;;1;1;0;0;0;;17;1.00;139.08;105.04;143.91;106.24;0.06;0.94;0.12;0.88;;5
filler-2_corrected;;0;;1;0;1;1;1;;17;0.59;2732.37;952.65;2857.31;999.60;0.76;0.24;0.18;0.82;;5
FULL_BAY_Current_cell1;;0;;1;1;0;0;0;;15;0.87;74.18;70.70;74.22;72.54;0.00;1.00;0.47;0.53;;3
FULL_BAY_Current_cell1_corrected;;0;;1;0;1;1;1;;15;0.33;2130.12;985.25;2134.95;987.27;0.73;0.27;0.20;0.80;;3
XXX-translation-1;;0;;0;1;0;0;0;;9;1.00;41.57;159.32;41.58;175.53;0.00;1.00;0.56;0.44;;2
XXX-translation-1_corrected;;0;;0;0;1;1;1;;9;0.33;1768.08;732.33;1943.22;805.46;0.78;0.22;0.11;0.89;;2
3_SHELVES_Current_cell1;;0;;1;1;0;0;0;;61;1.00;73.77;106.18;75.55;109.55;0.02;0.98;0.05;0.95;;13
3_SHELVES_Current_cell1_corrected;;1;;1;1;1;1;1;;61;0.70;3530.22;1312.10;3540.86;1315.78;0.61;0.39;0.18;0.82;;13
XXX-translation-2;;0;;1;1;0;0;0;;10;1.00;108.16;132.39;108.59;133.21;0.10;0.90;0.20;0.80;;2
XXX-translation-2_corrected;;0;;1;1;1;1;0;;10;0.70;1042.89;414.56;1043.52;414.64;0.80;0.20;0.10;0.90;;2
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;0;0;0;;63;1.00;92.53;78.27;93.57;78.28;0.00;1.00;0.83;0.17;;15
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;0;1;1;0;;63;0.05;1281.69;544.48;1282.01;544.68;0.92;0.08;0.08;0.92;;15
