Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;69;0.67;311.59;195.36;312.03;196.36;0.06;0.94;0.91;0.09;;3
filler-1_corrected;;1;;1;1;1;1;1;;69;0.84;307.84;379.69;307.86;410.29;0.59;0.41;0.77;0.23;;3
filler-2;;0;;1;0;1;1;0;;109;0.15;285.16;154.16;286.11;154.54;0.00;1.00;1.00;0.00;;5
filler-2_corrected;;0;;1;1;1;1;0;;109;0.73;466.45;88.49;487.21;89.48;0.19;0.81;1.00;0.00;;5
FULL_BAY_IrishRecipe_cell4;;0;;1;0;1;1;0;;190;0.04;343.99;186.89;345.49;191.84;0.05;0.95;0.91;0.09;;11
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;190;0.44;660.16;388.77;665.28;395.19;0.17;0.83;0.84;0.16;;11
XXX-translation-1;;0;;1;0;1;1;0;;42;0.10;192.58;151.23;196.05;160.99;0.00;1.00;1.00;0.00;;2
XXX-translation-1_corrected;;0;;1;0;0;0;0;;42;0.57;116.55;153.09;119.42;166.72;0.00;1.00;0.95;0.05;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;0;1;1;0;;117;0.12;304.19;104.31;308.19;107.10;0.03;0.97;0.83;0.17;;5
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;117;0.68;612.79;343.52;612.90;360.60;0.04;0.96;0.75;0.25;;5
XXX-translation-2;;0;;1;0;1;1;0;;35;0.17;380.84;175.68;405.66;177.22;0.06;0.94;1.00;0.00;;2
XXX-translation-2_corrected;;0;;1;0;1;1;0;;35;0.66;342.15;186.83;365.52;195.01;0.09;0.91;0.91;0.09;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;0;1;1;0;;82;0.02;238.69;194.12;241.51;214.06;0.01;0.99;0.89;0.11;;4
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;82;0.51;546.38;243.78;578.46;265.93;0.06;0.94;0.91;0.09;;4
