Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;28;0,82;233,79;310,19;233,80;323,53;0,64;0,36;0,18;0,82;;2
filler-1_corrected;;0;;1;0;1;1;1;;28;0,64;8214,78;3683,25;8386,32;3759,99;0,54;0,46;0,64;0,36;;2
filler-2;;0;;1;1;0;0;1;;69;1,00;325,55;69,54;328,65;70,34;0,74;0,26;0,12;0,88;;5
filler-2_corrected;;0;;1;0;1;1;1;;69;0,49;14064,96;3422,28;14545,73;3539,25;0,86;0,14;0,29;0,71;;5
FULL_BAY_Current_cell1;;0;;1;1;1;1;0;;46;0,91;119,92;163,35;123,98;164,96;0,65;0,35;0,04;0,96;;3
FULL_BAY_Current_cell1_corrected;;0;;1;0;1;1;1;;46;0,22;4824,26;3378,45;4834,87;3381,58;0,74;0,26;0,33;0,67;;3
XXX-translation-1;;0;;1;1;0;0;1;;19;0,84;78,99;247,71;79,45;253,56;0,74;0,26;0,16;0,84;;1
XXX-translation-1_corrected;;0;;1;0;1;1;1;;19;0,32;1373,96;1315,03;1374,01;1316,50;0,79;0,21;0,42;0,58;;1
3_SHELVES_Current_cell1;;0;;1;1;0;0;0;;33;1,00;84,36;48,32;86,50;48,47;0,45;0,55;0,03;0,97;;2
3_SHELVES_Current_cell1_corrected;;0;;1;1;1;1;0;;33;0,82;444,11;246,71;467,39;254,44;0,94;0,06;0,21;0,79;;2
XXX-translation-2;;0;;1;1;1;1;0;;18;0,78;201,16;265,72;201,81;296,28;0,94;0,06;0,00;1,00;;1
XXX-translation-2_corrected;;0;;1;0;1;1;1;;18;0,50;184913,06;97746,78;190200,67;100542,85;0,78;0,22;0,44;0,56;;1
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;0;0;0;;40;1,00;147,87;76,05;157,67;76,30;0,80;0,20;0,10;0,90;;3
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;0;1;1;0;;40;0,38;1931,61;861,99;1995,48;917,99;0,95;0,05;0,30;0,70;;3
