Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;39;1.00;93.67;76.91;96.81;77.90;0.95;0.05;0.77;0.23;;1
filler-1_corrected;;0;;1;1;0;0;1;;39;1.00;116.08;83.43;119.07;84.75;0.77;0.23;0.64;0.36;;1
filler-2;;1;;1;1;1;1;1;;61;1.00;269.64;111.41;269.65;111.84;0.36;0.64;0.85;0.15;;2
filler-2_corrected;;1;;1;1;1;1;1;;61;1.00;261.92;103.19;262.18;103.39;0.31;0.69;0.82;0.18;;2
FULL_BAY_Current_cell1;;1;;1;1;1;1;1;;213;0.99;118.75;162.47;118.86;180.31;0.37;0.63;0.36;0.64;;7
FULL_BAY_Current_cell1_corrected;;1;;1;1;1;1;1;;213;0.96;122.39;155.77;122.68;171.38;0.31;0.69;0.34;0.66;;7
XXX-translation-1;;0;;1;1;0;0;0;;42;0.98;69.52;156.98;74.68;161.87;0.00;1.00;0.76;0.24;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;42;1.00;62.45;144.85;67.71;148.24;0.00;1.00;0.69;0.31;;2
3_SHELVES_Current_cell1;;1;;1;1;1;1;1;;219;0.97;204.69;190.83;205.85;194.02;0.24;0.76;0.21;0.79;;8
3_SHELVES_Current_cell1_corrected;;1;;1;1;1;1;1;;219;0.97;214.30;259.95;214.50;260.58;0.21;0.79;0.20;0.80;;8
XXX-translation-2;;1;;1;1;1;1;1;;38;1.00;245.65;93.78;271.54;97.13;0.63;0.37;0.29;0.71;;1
XXX-translation-2_corrected;;1;;1;1;1;1;1;;38;1.00;248.44;100.96;270.83;104.61;0.50;0.50;0.21;0.79;;1
PRODUCT_SHOT_skinless_current_cell1;;1;;1;1;1;1;1;;173;1.00;166.73;109.12;174.92;109.19;0.46;0.54;0.50;0.50;;6
PRODUCT_SHOT_skinless_current_cell1_corrected;;1;;1;1;1;1;1;;173;1.00;169.67;116.01;179.10;116.37;0.36;0.64;0.43;0.57;;6
