Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;0;0;0;0;;75;0.56;675.41;319.20;698.29;319.66;0.07;0.93;1.00;0.00;;6
prod_cell1_corrected;;0;;1;1;0;0;0;;75;0.75;709.47;272.42;725.76;272.96;0.28;0.72;1.00;0.00;;6
task2_prod_cell1;;0;;1;0;0;0;0;;15;0.27;274.97;158.28;331.45;179.19;0.00;1.00;1.00;0.00;;1
task2_prod_cell1_corrected;;0;;1;0;0;0;0;;15;0.20;1038.38;182.17;1310.00;184.47;0.07;0.93;1.00;0.00;;1
Cell1_12_YoBaby_Banana_Mango;;0;;1;0;0;0;0;;26;0.42;337.84;125.55;370.38;128.19;0.00;1.00;1.00;0.00;;2
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;0;0;0;0;;26;0.35;1404.56;357.51;1405.26;357.59;0.23;0.77;1.00;0.00;;2
Cell1_21_Light_Fit_Strawberry;;0;;1;0;0;0;0;;14;0.14;217.49;86.75;231.94;93.44;0.00;1.00;1.00;0.00;;1
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;0;0;0;0;;14;0.07;2622.55;484.52;2622.98;489.28;0.00;1.00;1.00;0.00;;1
Cell1_11_Light_Fit_vanilla;;0;;0;0;0;0;0;;6;0.00;27.19;77.28;27.33;82.72;0.00;1.00;1.00;0.00;;0
Cell1_11_Light_Fit_vanilla_corrected;;0;;0;0;0;0;0;;6;0.00;898.41;268.44;935.60;291.19;0.00;1.00;1.00;0.00;;0
Cell1_22_Yokids_CherryBerryBase;;0;;0;1;0;0;0;;1;1.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;;0
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;0;0;0;0;0;;1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;;0
peapodB;;0;;1;0;0;0;0;;16;0.56;362.52;366.99;362.52;375.63;0.13;0.88;1.00;0.00;;1
peapodB_corrected;;0;;1;0;1;1;0;;16;0.56;1196.45;416.73;1276.35;430.07;0.19;0.81;1.00;0.00;;1
TargetC;;0;;1;0;0;0;0;;60;0.12;400.17;471.36;434.60;530.77;0.77;0.23;1.00;0.00;;4
TargetC_corrected;;0;;1;0;0;0;0;;60;0.08;1007.39;305.20;1075.13;330.95;0.82;0.18;1.00;0.00;;4
