Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;1;;50;0.54;414.27;277.76;415.72;304.36;0.82;0.18;0.56;0.44;;6
filler-1_corrected;;0;;1;0;1;1;0;;50;0.54;359.55;225.21;386.01;242.74;0.90;0.10;0.76;0.24;;6
filler-2;;1;;1;1;1;1;1;;66;0.70;553.16;282.87;559.97;290.47;0.38;0.62;0.36;0.64;;8
filler-2_corrected;;1;;1;1;1;1;1;;66;0.70;541.45;259.13;542.62;262.94;0.48;0.52;0.67;0.33;;8
1.reference-lSRP-Right-shelf;;0;;1;0;1;1;1;;28;0.50;490.01;272.36;510.28;288.92;0.71;0.29;0.61;0.39;;3
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;1;;28;0.29;1742.54;423.72;1950.52;455.85;0.71;0.29;0.75;0.25;;3
translation-far;;1;;1;1;1;1;1;;16;0.81;402.29;187.51;417.04;197.17;0.31;0.69;0.69;0.31;;2
translation-far_corrected;;0;;1;0;1;1;1;;16;0.63;899.02;229.10;912.45;229.24;0.31;0.69;0.75;0.25;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;88;0.91;407.71;193.58;407.72;199.24;0.76;0.24;0.82;0.18;;16
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;88;0.94;238.64;111.25;238.91;111.26;0.99;0.01;0.98;0.02;;16
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;48;1.00;301.91;94.73;309.92;94.75;0.50;0.50;0.75;0.25;;9
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;48;0.94;1033.10;767.52;1060.08;787.66;0.94;0.06;0.90;0.10;;9
1-Shabam-reference-individual;;1;;1;1;1;1;1;;52;0.90;293.73;141.52;303.42;141.54;0.83;0.17;0.85;0.15;;9
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;0;;52;0.90;99.75;84.52;104.38;89.33;1.00;0.00;1.00;0.00;;9
translation-individual;;0;;1;0;1;1;0;;16;0.38;333.17;159.63;409.66;201.33;0.88;0.13;1.00;0.00;;2
translation-individual_corrected;;0;;1;0;0;0;0;;16;0.38;119.93;120.61;151.19;152.34;1.00;0.00;1.00;0.00;;2
