Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;93;0.98;279.29;159.24;289.46;164.23;0.72;0.28;0.85;0.15;;15
filler-1_corrected;;0;;1;1;1;1;0;;93;0.95;813.18;161.09;825.42;161.10;0.04;0.96;0.98;0.02;;15
filler-2;;1;;1;1;1;1;1;;150;0.99;415.90;179.13;419.07;179.14;0.60;0.40;0.72;0.28;;24
filler-2_corrected;;0;;1;1;0;0;0;;150;0.95;459.64;51.09;461.82;51.31;0.03;0.97;0.99;0.01;;24
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;58;0.88;315.03;243.11;316.00;243.21;0.74;0.26;0.43;0.57;;9
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;1;1;0;;58;0.78;878.47;476.93;909.11;481.44;0.02;0.98;1.00;0.00;;9
translation-far;;0;;1;1;1;1;0;;17;0.76;207.09;176.26;239.73;197.24;1.00;0.00;0.71;0.29;;3
translation-far_corrected;;0;;1;1;0;0;0;;17;0.82;931.34;60.44;940.12;60.68;0.06;0.94;1.00;0.00;;3
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;75;0.69;353.40;204.86;353.83;207.15;0.91;0.09;0.51;0.49;;12
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;75;0.76;4330.43;861.58;4364.16;867.85;0.11;0.89;0.97;0.03;;13
translation-individual;;0;;1;1;1;1;0;;10;0.80;184.85;168.74;184.88;190.22;1.00;0.00;0.40;0.60;;2
translation-individual_corrected;;0;;1;0;1;1;0;;10;0.30;1841.42;133.99;1843.95;136.43;0.30;0.70;1.00;0.00;;2
1-Shabam-reference-individual;;0;;1;1;1;1;0;;71;0.79;253.50;132.16;255.52;132.79;0.96;0.04;0.07;0.93;;11
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;71;0.58;2567.92;569.53;2567.93;569.53;0.10;0.90;0.96;0.04;;11
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;45;0.80;419.40;156.69;444.49;162.57;0.64;0.36;0.33;0.67;;7
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;45;0.78;1394.88;116.41;1394.98;117.97;0.07;0.93;1.00;0.00;;7
