Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;17;0.94;127.71;79.12;130.33;80.08;1.00;0.00;0.00;1.00;;2
filler-1_corrected;;0;;1;1;0;0;0;;17;1.00;151.82;114.98;154.83;117.07;1.00;0.00;0.12;0.88;;2
filler-2;;0;;1;1;0;0;0;;18;0.89;114.07;166.58;118.19;186.58;1.00;0.00;0.06;0.94;;2
filler-2_corrected;;0;;1;1;0;0;0;;18;0.83;145.38;253.92;152.48;285.75;1.00;0.00;0.56;0.44;;2
FULL_BAY_IrishRecipe_cell4;;0;;1;0;1;1;0;;42;0.29;175.70;145.12;175.95;150.88;1.00;0.00;0.83;0.17;;5
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;42;0.55;170.81;133.55;171.73;141.90;0.86;0.14;1.00;0.00;;5
XXX-translation-1;;0;;1;1;0;0;0;;14;1.00;124.45;78.85;130.78;83.14;1.00;0.00;0.57;0.43;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;14;1.00;129.78;87.76;137.03;91.53;0.71;0.29;1.00;0.00;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;0;1;1;0;;87;0.59;307.99;236.19;309.19;236.58;0.95;0.05;0.91;0.09;;11
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;87;0.51;283.99;203.13;290.11;203.31;0.83;0.17;0.94;0.06;;11
XXX-translation-2;;0;;1;1;0;0;0;;15;0.80;80.92;132.74;81.12;144.89;1.00;0.00;1.00;0.00;;2
XXX-translation-2_corrected;;0;;1;1;0;0;0;;15;0.73;70.97;106.91;72.99;114.91;0.93;0.07;1.00;0.00;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;65;1.00;102.04;98.43;102.13;98.58;0.95;0.05;0.78;0.22;;10
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;1;0;0;0;;65;0.98;113.50;101.33;114.81;101.84;0.26;0.74;1.00;0.00;;10
