Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;12;1.00;94.33;87.62;99.66;88.38;0.00;1.00;0.08;0.92;;2
filler-1_corrected;;0;;1;1;0;0;0;;12;1.00;74.48;53.15;77.20;53.75;0.00;1.00;0.00;1.00;;2
filler-2;;0;;1;1;0;0;0;;128;0.90;78.35;155.32;78.39;156.21;0.00;1.00;0.07;0.93;;15
filler-2_corrected;;0;;1;1;0;0;0;;128;1.00;110.09;65.18;112.40;65.94;0.00;1.00;0.04;0.96;;15
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;58;0.93;263.41;191.55;273.38;191.76;0.07;0.93;0.38;0.62;;7
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;1;1;0;;58;0.88;382.10;222.90;398.88;222.96;0.12;0.88;0.07;0.93;;7
translation-far;;0;;1;1;0;0;0;;11;1.00;53.43;85.55;53.94;85.65;0.09;0.91;0.45;0.55;;1
translation-far_corrected;;0;;1;1;1;1;0;;11;0.91;305.54;166.46;327.18;183.87;0.18;0.82;0.00;1.00;;1
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;147;0.84;250.07;234.14;253.88;234.18;0.09;0.91;0.19;0.81;;19
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;147;0.91;349.13;155.59;356.95;157.04;0.05;0.95;0.10;0.90;;19
translation-individual;;0;;0;1;0;0;0;;9;1.00;87.77;153.36;88.31;156.16;0.00;1.00;0.78;0.22;;1
translation-individual_corrected;;0;;0;1;1;1;1;;9;0.78;723.99;361.70;742.92;366.87;0.11;0.89;0.11;0.89;;1
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;15;1.00;79.61;118.51;84.91;124.27;0.00;1.00;0.40;0.60;;2
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;15;1.00;103.06;57.54;103.16;57.81;0.00;1.00;0.00;1.00;;2
1-Shabam-reference-individual;;0;;1;1;0;0;1;;14;1.00;92.07;79.78;96.99;80.46;0.36;0.64;0.57;0.43;;2
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;14;0.71;8892.08;3109.20;9276.68;3229.53;0.43;0.57;0.00;1.00;;2
