Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;51;1.00;68.80;79.63;68.92;79.64;0.00;1.00;0.80;0.20;;4
filler-1_corrected;;0;;1;1;1;1;0;;51;0.96;636.71;172.25;658.82;177.21;0.71;0.29;0.96;0.04;;4
filler-2;;0;;1;1;0;0;1;;103;1.00;134.22;74.13;135.08;74.43;0.25;0.75;0.76;0.24;;8
filler-2_corrected;;0;;1;1;1;1;0;;103;0.98;282.70;97.43;285.54;102.76;0.86;0.14;0.98;0.02;;8
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;236;1.00;177.21;91.96;178.39;92.02;0.41;0.59;0.97;0.03;;19
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;236;1.00;295.42;61.53;299.44;63.33;0.86;0.14;0.99;0.01;;19
translation-far;;0;;1;1;0;0;0;;17;1.00;84.06;66.79;84.30;71.80;0.00;1.00;1.00;0.00;;1
translation-far_corrected;;0;;1;1;0;0;0;;17;1.00;187.60;28.29;196.74;32.65;0.71;0.29;1.00;0.00;;1
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;124;0.94;189.41;121.74;189.55;123.47;0.17;0.83;0.96;0.04;;11
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;124;0.97;540.08;148.45;557.95;151.31;0.69;0.31;0.98;0.02;;11
1-Shabam-reference-individual;;0;;1;1;0;0;0;;188;1.00;129.59;96.50;129.61;96.63;0.01;0.99;0.90;0.10;;17
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;188;0.67;4422.09;575.22;4456.27;582.00;0.25;0.75;0.88;0.12;;17
translation-individual;;0;;1;1;0;0;0;;19;1.00;89.39;71.54;93.40;71.93;0.00;1.00;0.95;0.05;;2
translation-individual_corrected;;0;;1;1;1;1;0;;19;0.79;4364.97;461.86;4440.12;471.49;0.16;0.84;1.00;0.00;;2
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;48;1.00;72.78;92.85;72.82;93.60;0.00;1.00;0.71;0.29;;4
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;48;0.98;345.68;102.90;350.31;103.54;0.52;0.48;0.96;0.04;;4
