Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;27;0.89;143.56;200.24;150.13;209.21;0.96;0.04;0.59;0.41;;2
filler-1_corrected;;0;;1;1;0;0;0;;27;0.85;129.47;261.21;140.28;271.88;1.00;0.00;0.63;0.37;;2
filler-2;;1;;1;1;1;1;1;;66;0.95;309.99;162.12;314.81;168.37;0.55;0.45;0.52;0.48;;4
filler-2_corrected;;1;;1;1;1;1;1;;66;0.92;301.95;206.97;307.82;213.06;0.59;0.41;0.42;0.58;;4
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;142;0.87;467.25;156.14;467.28;160.09;0.57;0.43;0.37;0.63;;8
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;142;0.94;418.75;212.10;418.81;213.77;0.59;0.41;0.36;0.64;;8
translation-far;;1;;1;1;1;1;1;;31;0.97;211.23;120.48;231.17;124.05;0.58;0.42;0.39;0.61;;2
translation-far_corrected;;1;;1;1;1;1;1;;31;0.97;204.15;163.70;223.07;171.81;0.65;0.35;0.32;0.68;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;527;0.98;471.56;137.65;472.16;138.03;0.45;0.55;0.42;0.58;;34
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;527;0.97;440.55;192.90;440.59;192.96;0.49;0.51;0.37;0.63;;34
1-Shabam-reference-individual;;1;;1;1;1;1;1;;64;0.95;172.70;167.11;175.63;168.97;0.33;0.67;0.27;0.73;;4
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;64;0.95;166.36;230.38;170.79;234.17;0.48;0.52;0.14;0.86;;4
translation-individual;;0;;1;1;0;0;1;;22;1.00;66.53;44.57;66.54;44.60;0.23;0.77;0.18;0.82;;1
translation-individual_corrected;;0;;1;1;0;0;0;;22;1.00;61.34;61.86;61.34;62.64;0.36;0.64;0.05;0.95;;1
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;58;1.00;219.25;111.23;221.35;112.61;0.21;0.79;0.28;0.72;;3
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;58;0.98;210.68;159.83;215.40;161.88;0.31;0.69;0.24;0.76;;3
