Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;27;0.85;303.55;183.81;304.12;190.75;0.85;0.15;0.70;0.30;;3
filler-1_corrected;;1;;1;1;1;1;1;;27;0.70;2167.64;2052.34;2170.11;2058.52;0.74;0.26;0.74;0.26;;3
filler-2;;1;;1;1;1;1;1;;13;1.00;276.10;188.57;281.94;189.90;0.69;0.31;0.69;0.31;;2
filler-2_corrected;;1;;1;1;1;1;1;;13;0.85;864.69;554.47;909.13;584.11;0.54;0.46;0.54;0.46;;2
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;15;0.93;269.55;195.87;270.17;202.90;0.87;0.13;0.80;0.20;;2
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;15;0.93;240.87;164.26;248.74;164.89;0.67;0.33;0.53;0.47;;2
translation-far;;0;;1;1;0;0;1;;19;1.00;179.68;55.78;193.53;58.25;0.53;0.47;0.42;0.58;;2
translation-far_corrected;;1;;1;1;1;1;1;;19;0.89;443.00;302.91;449.84;305.16;0.84;0.16;0.74;0.26;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;125;1.00;214.07;117.22;214.63;118.63;0.61;0.39;0.75;0.25;;22
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;125;0.79;3153.01;1520.49;3194.81;1540.16;0.70;0.30;0.63;0.37;;22
translation-individual;;0;;1;1;0;0;0;;12;1.00;155.82;86.95;156.44;93.83;0.67;0.33;0.92;0.08;;2
translation-individual_corrected;;1;;1;1;1;1;1;;12;0.67;1338.46;609.87;1341.34;611.75;0.42;0.58;0.42;0.58;;2
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;10;1.00;176.90;127.12;176.98;128.96;0.00;1.00;0.20;0.80;;1
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;10;1.00;117.97;52.52;125.88;55.58;1.00;0.00;1.00;0.00;;1
1-Shabam-reference-individual;;0;;0;1;0;0;1;;9;1.00;175.23;41.50;184.27;45.32;0.22;0.78;0.44;0.56;;1
1-Shabam-reference-individual_corrected;;0;;0;1;1;1;1;;9;0.78;924.12;601.05;942.45;611.50;0.89;0.11;0.89;0.11;;1
