Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;122;0.98;132.60;173.56;132.66;173.71;0.48;0.52;0.38;0.62;;8
filler-1_corrected;;0;;1;1;1;1;0;;122;0.88;826.69;124.28;828.59;124.28;0.06;0.94;0.93;0.07;;8
filler-2;;1;;1;1;1;1;1;;60;1.00;188.67;140.93;194.19;141.58;0.68;0.32;0.70;0.30;;4
filler-2_corrected;;0;;1;0;1;1;0;;60;0.65;41489.28;27298.80;41973.27;27588.57;0.05;0.95;0.85;0.15;;4
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;185;0.98;290.46;158.72;304.03;160.85;0.33;0.67;0.42;0.58;;12
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;1;;185;0.65;1814.89;2254.64;1814.91;2254.68;0.12;0.88;0.63;0.37;;12
translation-far;;0;;1;1;0;0;1;;50;1.00;131.70;52.80;131.83;53.13;0.58;0.42;0.72;0.28;;3
translation-far_corrected;;1;;1;1;1;1;1;;50;0.88;1211.53;1884.06;1214.72;1890.95;0.14;0.86;0.68;0.32;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;512;1.00;340.11;118.48;344.32;118.71;0.52;0.48;0.85;0.15;;36
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;512;0.74;28343.81;21158.15;28411.03;21185.15;0.16;0.84;0.92;0.08;;36
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;50;1.00;168.13;107.99;177.19;111.63;0.18;0.82;0.54;0.46;;3
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;0;;50;0.58;1323.25;3210.10;1332.62;3215.57;0.08;0.92;0.52;0.48;;3
1-Shabam-reference-individual;;1;;1;1;1;1;1;;80;0.99;195.04;102.44;196.62;104.13;0.33;0.68;0.75;0.25;;6
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;1;;80;0.50;1540.99;3102.49;1551.42;3109.58;0.16;0.84;0.68;0.33;;6
translation-individual;;0;;1;1;0;0;1;;40;0.93;115.45;160.84;115.49;166.01;0.60;0.40;0.65;0.35;;3
translation-individual_corrected;;1;;1;1;1;1;1;;40;0.93;267.64;343.84;282.52;360.81;0.18;0.83;0.73;0.28;;3
