Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;51;0.84;173.15;208.72;173.15;209.07;0.86;0.14;0.08;0.92;;5
filler-1_corrected;;0;;1;1;1;1;0;;51;0.76;166.13;291.43;166.36;293.16;0.86;0.14;0.06;0.94;;5
filler-2;;1;;1;1;1;1;1;;87;0.90;195.42;182.27;207.50;184.19;0.46;0.54;0.10;0.90;;9
filler-2_corrected;;0;;1;0;1;1;0;;87;0.66;189.34;226.34;195.21;228.27;0.51;0.49;0.02;0.98;;9
1.reference-lSRP-Right-shelf;;0;;1;1;0;0;0;;28;0.96;298.05;85.21;324.77;85.51;0.11;0.89;0.00;1.00;;3
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;1;1;0;;28;0.75;277.01;103.86;303.92;104.50;0.11;0.89;0.00;1.00;;3
translation-far;;0;;1;1;0;0;1;;26;0.96;150.81;119.73;156.96;122.98;0.73;0.27;0.19;0.81;;3
translation-far_corrected;;0;;1;1;0;0;0;;26;0.88;147.96;155.33;151.00;158.42;0.46;0.54;0.00;1.00;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;219;0.98;256.11;181.82;258.32;183.97;0.38;0.62;0.71;0.29;;22
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;219;0.85;276.36;273.22;280.22;274.84;0.33;0.67;0.64;0.36;;22
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;92;0.96;170.80;158.49;173.63;160.07;0.15;0.85;0.05;0.95;;10
1.lSRP-pepper-individual_corrected;;0;;1;0;0;0;0;;92;0.65;146.46;207.19;150.62;208.83;0.14;0.86;0.05;0.95;;10
translation-individual;;0;;1;1;1;1;0;;22;0.86;191.04;141.28;208.74;143.76;0.64;0.36;0.00;1.00;;2
translation-individual_corrected;;0;;1;0;1;1;0;;22;0.50;163.56;172.78;179.69;174.46;0.64;0.36;0.00;1.00;;2
1-Shabam-reference-individual;;0;;1;1;1;1;0;;88;0.85;495.59;152.29;500.95;153.48;0.49;0.51;0.05;0.95;;9
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;88;0.61;480.81;194.85;487.01;196.01;0.47;0.53;0.01;0.99;;9
