Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;0;0;0;;14;0.57;61.50;429.83;67.19;435.41;1.00;0.00;0.71;0.29;;2
filler-1_corrected;;0;;1;1;1;1;0;;14;0.93;189.18;157.19;196.91;160.00;0.43;0.57;0.93;0.07;;2
filler-2;;0;;1;1;1;1;0;;16;0.88;267.97;112.62;288.01;112.67;0.44;0.56;1.00;0.00;;1
filler-2_corrected;;0;;1;1;0;0;0;;16;1.00;201.79;60.77;216.38;60.81;0.31;0.69;1.00;0.00;;1
1.reference-lSRP-Right-shelf;;0;;1;0;1;1;0;;16;0.50;224.25;156.23;224.29;156.75;0.31;0.69;1.00;0.00;;2
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;16;1.00;176.80;39.92;176.86;43.82;0.13;0.88;1.00;0.00;;2
translation-far;;0;;0;1;0;0;1;;4;1.00;40.24;61.03;42.36;61.62;0.50;0.50;0.75;0.25;;1
translation-far_corrected;;0;;0;1;0;0;0;;4;1.00;32.96;48.61;33.50;49.26;0.00;1.00;1.00;0.00;;1
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;70;0.80;368.06;244.40;372.04;244.51;0.29;0.71;0.87;0.13;;8
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;70;0.97;294.67;165.75;295.45;168.66;0.17;0.83;0.93;0.07;;8
translation-individual;;0;;1;1;0;0;0;;25;0.76;29.50;90.50;29.57;92.06;0.16;0.84;1.00;0.00;;1
translation-individual_corrected;;0;;1;1;0;0;0;;25;1.00;21.59;34.99;22.81;36.12;0.00;1.00;1.00;0.00;;1
1-Shabam-reference-individual;;0;;1;1;1;1;0;;52;1.00;231.77;126.55;258.17;126.57;0.50;0.50;0.94;0.06;;4
1-Shabam-reference-individual_corrected;;0;;1;1;0;1;0;;52;1.00;216.83;83.17;235.86;86.42;0.04;0.96;1.00;0.00;;4
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;34;0.97;221.00;129.43;225.52;129.45;0.03;0.97;0.88;0.12;;3
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;34;1.00;205.98;82.32;206.41;84.96;0.00;1.00;1.00;0.00;;3
