Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;25;0.92;46.82;149.45;47.91;149.89;0.76;0.24;0.16;0.84;;1
filler-1_corrected;;0;;1;1;0;0;1;;25;0.92;47.62;193.73;49.30;194.59;0.80;0.20;0.12;0.88;;1
filler-2;;1;;1;1;1;1;1;;31;0.94;320.72;150.76;355.96;152.68;0.52;0.48;0.35;0.65;;2
filler-2_corrected;;1;;1;1;1;1;1;;31;0.90;286.57;184.77;315.98;187.52;0.52;0.48;0.32;0.68;;2
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;196;0.89;401.32;244.70;405.50;248.25;0.45;0.55;0.37;0.63;;11
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;196;0.85;384.92;289.56;385.98;295.17;0.45;0.55;0.37;0.63;;11
translation-far;;0;;1;1;1;1;0;;21;1.00;204.02;106.14;237.60;112.82;0.10;0.90;0.29;0.71;;1
translation-far_corrected;;1;;1;1;1;1;1;;21;1.00;189.28;115.60;218.16;121.12;0.14;0.86;0.24;0.76;;1
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;331;0.91;373.75;222.41;382.28;223.45;0.57;0.43;0.60;0.40;;19
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;331;0.89;376.74;273.37;379.06;275.16;0.60;0.40;0.59;0.41;;19
1-Shabam-reference-individual;;1;;1;1;1;1;1;;60;0.98;225.17;159.84;237.51;160.67;0.12;0.88;0.20;0.80;;4
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;60;0.97;214.78;181.03;225.93;183.53;0.13;0.87;0.20;0.80;;4
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;98;0.99;170.52;127.64;172.01;129.79;0.07;0.93;0.21;0.79;;6
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;98;0.97;156.09;151.24;157.90;153.77;0.07;0.93;0.20;0.80;;6
translation-individual;;1;;1;1;1;1;1;;22;1.00;177.81;143.44;183.41;150.52;0.18;0.82;0.32;0.68;;2
translation-individual_corrected;;1;;1;1;1;1;1;;22;0.91;170.52;189.07;174.58;198.83;0.23;0.77;0.32;0.68;;2
