Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;100;0.94;173.39;271.03;174.45;271.38;0.62;0.38;0.41;0.59;;7
filler-1_corrected;;1;;1;1;1;1;1;;100;0.97;168.23;204.96;169.19;206.73;0.64;0.36;0.59;0.41;;7
filler-2;;1;;1;1;1;1;1;;812;0.89;366.90;209.87;367.01;210.19;0.24;0.76;0.53;0.47;;55
filler-2_corrected;;1;;1;1;1;1;1;;812;0.98;308.96;163.88;309.76;164.39;0.22;0.78;0.58;0.42;;55
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;146;1.00;426.72;209.46;426.72;216.29;0.41;0.59;0.62;0.38;;10
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;146;1.00;369.11;195.89;371.44;210.75;0.40;0.60;0.63;0.37;;10
translation-far;;0;;1;1;0;0;0;;41;1.00;196.68;59.15;212.87;59.19;0.22;0.78;0.10;0.90;;3
translation-far_corrected;;0;;1;1;0;0;1;;41;1.00;154.60;60.52;167.98;60.72;0.22;0.78;0.32;0.68;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;881;0.88;415.14;209.84;418.54;211.44;0.42;0.58;0.33;0.67;;60
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;881;0.99;354.97;164.26;355.54;164.84;0.42;0.58;0.44;0.56;;60
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;197;0.82;264.79;189.31;264.79;190.36;0.01;0.99;0.26;0.74;;14
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;197;0.99;192.80;141.94;195.09;142.76;0.02;0.98;0.25;0.75;;14
translation-individual;;0;;1;1;0;0;0;;23;1.00;167.56;67.41;187.32;67.42;0.00;1.00;0.35;0.65;;2
translation-individual_corrected;;0;;1;1;0;0;0;;23;1.00;126.62;53.22;141.90;54.01;0.00;1.00;0.57;0.43;;2
1-Shabam-reference-individual;;1;;1;1;1;1;1;;94;0.88;252.56;134.27;263.19;139.48;0.11;0.89;0.11;0.89;;6
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;94;1.00;190.51;108.38;199.68;112.64;0.11;0.89;0.13;0.87;;6
