Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;153;0.92;336.62;216.38;337.22;224.32;0.61;0.39;0.44;0.56;;16
filler-1_corrected;;0;;1;0;1;1;1;;153;0.52;59776.53;5962.01;60125.77;5996.98;0.42;0.58;0.59;0.41;;16
filler-2;;1;;1;1;1;1;1;;83;0.89;365.87;207.82;366.37;208.57;0.36;0.64;0.19;0.81;;8
filler-2_corrected;;1;;1;1;1;1;1;;83;0.76;1692.21;165.21;1702.26;166.31;0.30;0.70;0.70;0.30;;8
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;95;0.81;147.50;216.96;147.70;217.51;0.21;0.79;0.43;0.57;;8
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;95;0.05;9472.63;939.15;9511.27;942.93;0.06;0.94;0.94;0.06;;8
XXX-translation-1;;0;;1;1;0;0;0;;23;0.87;86.19;225.34;88.52;228.46;0.00;1.00;0.35;0.65;;2
XXX-translation-1_corrected;;0;;1;0;0;0;1;;23;0.65;440.15;44.26;440.72;44.37;0.13;0.87;0.87;0.13;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;0;1;1;0;;138;0.62;256.61;301.22;259.84;313.37;0.28;0.72;0.04;0.96;;12
3_SHELVES_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;138;0.67;17803.16;1807.63;17884.55;1815.99;0.54;0.46;0.46;0.54;;12
XXX-translation-2;;0;;1;1;0;0;1;;21;0.90;127.34;172.18;142.03;182.24;0.76;0.24;0.14;0.86;;2
XXX-translation-2_corrected;;0;;1;0;1;1;1;;21;0.43;10203.75;1004.62;10337.19;1018.27;0.24;0.76;0.76;0.24;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;1;;1;1;1;1;1;;154;1.00;166.07;126.63;171.85;127.08;0.60;0.40;0.59;0.41;;15
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;154;0.19;9469.00;937.19;9663.99;956.25;0.01;0.99;0.99;0.01;;15
