Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;31;1.00;274.02;80.18;282.28;81.28;0.74;0.26;0.23;0.77;;3
filler-1_corrected;;0;;1;1;0;0;1;;31;1.00;243.48;67.10;248.78;67.40;0.87;0.13;0.16;0.84;;3
filler-2;;1;;1;1;1;1;1;;52;1.00;175.14;103.91;175.45;104.49;0.88;0.12;0.17;0.83;;4
filler-2_corrected;;0;;1;1;1;1;0;;52;1.00;163.86;91.14;163.90;91.38;0.96;0.04;0.12;0.88;;4
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;99;1.00;373.49;176.81;375.41;186.38;0.45;0.55;0.26;0.74;;7
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;99;1.00;392.20;176.04;406.38;187.19;0.48;0.52;0.26;0.74;;7
translation-far;;0;;1;1;1;1;0;;21;1.00;238.26;113.47;243.56;119.24;0.10;0.90;0.19;0.81;;2
translation-far_corrected;;0;;1;1;1;1;0;;21;1.00;239.58;106.25;241.24;112.43;0.10;0.90;0.19;0.81;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;111;1.00;288.71;170.86;312.93;176.44;0.19;0.81;0.84;0.16;;8
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;111;0.91;383.41;195.45;440.68;199.06;0.21;0.79;0.83;0.17;;8
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;49;0.88;232.46;130.53;233.56;130.91;0.06;0.94;0.20;0.80;;4
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;49;1.00;213.43;124.47;213.49;124.69;0.08;0.92;0.20;0.80;;4
translation-individual;;0;;1;1;0;0;0;;22;1.00;118.53;71.97;120.98;72.04;0.00;1.00;0.23;0.77;;1
translation-individual_corrected;;0;;1;1;0;0;0;;22;1.00;108.22;68.24;112.74;68.54;0.00;1.00;0.23;0.77;;1
1-Shabam-reference-individual;;1;;1;1;1;1;1;;41;0.71;318.48;176.77;319.46;177.93;0.12;0.88;0.17;0.83;;4
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;41;0.85;334.44;161.77;337.07;164.15;0.20;0.80;0.17;0.83;;4
