Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;100;1.00;196.16;94.77;196.51;94.78;0.22;0.78;0.17;0.83;;7
filler-1_corrected;;0;;1;0;1;1;1;;100;0.59;470.23;838.39;478.16;848.13;0.29;0.71;0.27;0.73;;7
filler-2;;1;;1;1;1;1;1;;94;0.98;328.45;125.76;328.45;125.88;0.22;0.78;0.39;0.61;;6
filler-2_corrected;;0;;1;0;1;1;1;;94;0.49;1482.49;1828.24;1508.58;1859.74;0.26;0.74;0.41;0.59;;6
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;104;0.89;228.65;161.44;228.90;161.95;0.06;0.94;0.11;0.89;;7
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;1;;104;0.11;2419.39;4432.75;2450.33;4595.99;0.14;0.86;0.12;0.88;;7
translation-far;;0;;1;1;0;0;0;;33;1.00;180.58;64.36;185.69;67.55;0.09;0.91;0.06;0.94;;2
translation-far_corrected;;0;;1;1;1;1;0;;33;0.82;630.61;688.94;668.16;739.14;0.30;0.70;0.09;0.91;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;237;0.88;276.02;91.15;277.53;91.54;0.07;0.93;0.47;0.53;;17
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;237;0.33;845.38;719.72;849.89;736.19;0.08;0.92;0.23;0.77;;17
translation-individual;;1;;1;1;1;1;1;;26;1.00;172.00;107.83;172.39;110.60;0.23;0.77;0.31;0.69;;2
translation-individual_corrected;;1;;1;1;1;1;1;;26;0.77;347.00;779.82;348.32;830.05;0.38;0.62;0.42;0.58;;2
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;138;1.00;151.38;88.85;151.49;88.85;0.14;0.86;0.14;0.86;;10
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;1;;138;0.59;355.28;468.06;361.26;473.31;0.17;0.83;0.18;0.82;;10
1-Shabam-reference-individual;;0;;1;1;0;0;0;;134;1.00;174.54;78.77;181.69;79.50;0.58;0.42;0.03;0.97;;9
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;134;0.75;366.33;496.90;383.49;529.17;0.67;0.33;0.16;0.84;;9
