Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;85;0.96;263.55;180.97;264.02;181.70;0.53;0.47;0.35;0.65;;11
filler-1_corrected;;1;;1;1;1;1;1;;85;0.92;256.09;271.12;256.40;271.83;0.65;0.35;0.34;0.66;;11
filler-2;;1;;1;1;1;1;1;;39;0.97;289.15;142.08;289.61;146.70;0.38;0.62;0.79;0.21;;5
filler-2_corrected;;1;;1;1;1;1;1;;39;0.92;279.83;211.54;280.03;218.44;0.46;0.54;0.72;0.28;;5
FULL_BAY_Current_cell1;;0;;1;1;1;1;0;;20;0.70;130.77;129.88;133.04;132.66;0.05;0.95;0.30;0.70;;2
FULL_BAY_Current_cell1_corrected;;0;;1;1;1;1;0;;20;0.85;127.74;185.61;131.21;187.49;0.10;0.90;0.25;0.75;;3
XXX-translation-1;;1;;1;1;1;1;1;;13;1.00;162.75;132.67;169.81;143.36;0.23;0.77;0.31;0.69;;2
XXX-translation-1_corrected;;1;;1;1;1;1;1;;13;0.92;165.33;195.83;170.66;202.24;0.23;0.77;0.31;0.69;;2
3_SHELVES_Current_cell1;;1;;1;1;1;1;1;;45;0.96;216.17;133.23;220.91;133.47;0.18;0.82;0.20;0.80;;6
3_SHELVES_Current_cell1_corrected;;1;;1;1;1;1;1;;45;0.91;217.51;197.05;221.78;197.07;0.18;0.82;0.18;0.82;;6
XXX-translation-2;;1;;1;1;1;1;1;;17;1.00;246.15;131.59;257.39;132.14;0.18;0.82;0.47;0.53;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;17;0.94;247.82;192.39;260.57;192.44;0.18;0.82;0.47;0.53;;2
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;85;1.00;135.41;114.60;135.48;114.63;0.05;0.95;0.59;0.41;;11
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;1;1;1;0;;85;0.95;132.82;164.87;132.86;164.99;0.08;0.92;0.40;0.60;;11
