Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;225;0.95;273.18;189.80;273.31;190.60;0.60;0.40;0.53;0.47;;11
filler-1_corrected;;1;;1;1;1;1;1;;225;0.91;282.47;257.41;282.51;260.38;0.39;0.61;0.19;0.81;;11
filler-2;;1;;1;1;1;1;1;;154;0.88;242.81;228.18;242.82;228.51;0.31;0.69;0.58;0.42;;8
filler-2_corrected;;0;;1;1;1;1;0;;154;0.86;243.35;278.69;244.26;280.04;0.09;0.91;0.45;0.55;;8
FULL_BAY_Current_cell1;;0;;1;0;1;1;0;;113;0.03;196.90;148.14;198.26;150.30;0.01;0.99;0.81;0.19;;6
FULL_BAY_Current_cell1_corrected;;0;;1;0;1;1;1;;113;0.12;1778.12;1240.99;1782.76;1244.90;0.21;0.79;0.65;0.35;;6
XXX-translation-1;;0;;1;1;1;1;0;;57;0.96;212.29;98.95;220.45;99.62;0.00;1.00;0.81;0.19;;3
XXX-translation-1_corrected;;0;;1;0;1;1;1;;57;0.53;7206.15;5358.61;7285.83;5395.66;0.61;0.39;0.54;0.46;;3
3_SHELVES_Current_cell1;;0;;1;0;1;1;0;;131;0.28;259.35;136.16;259.62;136.23;0.00;1.00;1.00;0.00;;8
3_SHELVES_Current_cell1_corrected;;0;;1;0;1;1;0;;131;0.17;1865.28;2037.00;1865.39;2045.37;0.10;0.90;0.84;0.16;;8
XXX-translation-2;;0;;1;1;1;1;0;;71;0.69;309.33;149.32;314.68;149.37;0.08;0.92;0.94;0.06;;4
XXX-translation-2_corrected;;0;;1;0;1;1;1;;71;0.63;3505.43;5813.23;3536.87;5934.34;0.18;0.82;0.32;0.68;;4
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;209;0.67;274.01;159.77;274.28;160.51;0.06;0.94;0.91;0.09;;15
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;0;1;1;1;;209;0.47;3540.95;1019.11;3576.74;1027.65;0.24;0.76;0.37;0.63;;15
