Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;156;0.97;248.11;166.39;251.77;167.51;0.74;0.26;0.38;0.62;;11
filler-1_corrected;;1;;1;1;1;1;1;;156;0.99;238.26;165.02;240.59;165.18;0.74;0.26;0.52;0.48;;11
filler-2;;0;;1;1;1;1;0;;55;1.00;230.18;91.66;250.60;91.67;0.96;0.04;0.78;0.22;;4
filler-2_corrected;;0;;1;1;1;1;0;;55;1.00;209.72;90.04;232.62;90.65;0.96;0.04;0.91;0.09;;4
FULL_BAY_IrishRecipe_cell4;;0;;1;0;1;1;1;;107;0.64;317.35;197.44;318.04;199.95;0.35;0.65;0.67;0.33;;7
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;107;0.63;323.51;185.02;324.17;185.21;0.35;0.65;0.72;0.28;;7
XXX-translation-1;;0;;1;1;1;1;0;;37;0.89;207.53;131.34;211.98;131.34;0.05;0.95;0.95;0.05;;2
XXX-translation-1_corrected;;0;;1;1;1;1;0;;37;0.89;251.15;132.92;258.06;133.56;0.05;0.95;0.95;0.05;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;0;1;1;1;;145;0.63;471.67;553.98;479.07;555.51;0.32;0.68;0.74;0.26;;10
3_SHELVES_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;145;0.66;722.62;1296.51;722.99;1301.89;0.32;0.68;0.79;0.21;;10
XXX-translation-2;;0;;1;1;1;1;0;;23;0.70;182.77;129.93;183.72;131.94;0.30;0.70;1.00;0.00;;2
XXX-translation-2_corrected;;0;;1;1;1;1;0;;23;0.70;168.70;101.83;170.64;104.21;0.35;0.65;1.00;0.00;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;1;;1;1;1;1;1;;39;1.00;244.99;133.39;252.98;136.76;0.10;0.90;0.72;0.28;;3
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;39;0.95;267.41;131.60;271.47;136.97;0.10;0.90;0.74;0.26;;3
