Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;45;1.00;148.10;89.38;148.70;91.30;1.00;0.00;0.42;0.58;;3
filler-1_corrected;;0;;1;0;0;0;0;;45;0.18;192.80;61.98;196.97;62.10;1.00;0.00;0.91;0.09;;3
filler-2;;0;;1;1;0;0;0;;49;1.00;158.93;81.74;162.46;82.26;1.00;0.00;0.27;0.73;;3
filler-2_corrected;;0;;1;0;1;1;0;;49;0.51;312.50;101.19;312.60;105.15;0.98;0.02;0.78;0.22;;3
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;91;1.00;311.59;106.28;342.11;112.34;0.54;0.46;0.54;0.46;;6
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;1;;91;0.32;5129.98;522.95;5136.29;542.32;0.55;0.45;0.69;0.31;;6
translation-far;;0;;1;1;0;0;1;;28;1.00;142.00;65.79;149.31;69.52;0.75;0.25;0.64;0.36;;2
translation-far_corrected;;1;;1;1;1;1;1;;28;0.68;3921.56;381.56;3939.52;388.28;0.71;0.29;0.68;0.32;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;322;0.99;288.44;115.97;292.98;118.18;0.90;0.10;0.72;0.28;;22
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;322;0.33;10815.53;438.25;10826.59;443.68;0.93;0.07;0.87;0.13;;22
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;163;1.00;188.84;107.18;191.45;107.94;0.52;0.48;0.58;0.42;;12
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;1;;163;0.50;76193.11;12140.98;76285.25;12164.61;0.47;0.53;0.78;0.22;;12
1-Shabam-reference-individual;;0;;1;1;0;0;1;;92;1.00;146.15;81.95;151.34;82.19;0.86;0.14;0.36;0.64;;5
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;92;0.73;5481.56;1077.86;5494.01;1078.15;0.85;0.15;0.63;0.37;;5
translation-individual;;0;;1;1;0;0;1;;35;1.00;112.21;75.35;113.51;76.22;0.86;0.14;0.51;0.49;;2
translation-individual_corrected;;1;;1;1;1;1;1;;35;0.80;3923.07;560.93;4060.17;584.39;0.71;0.29;0.66;0.34;;2
