Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;321;0.97;368.20;156.24;378.56;158.97;0.45;0.55;0.52;0.48;;17
filler-1_corrected;;1;;1;1;1;1;1;;321;0.94;403.69;364.05;414.56;374.47;0.46;0.54;0.55;0.45;;17
filler-2;;1;;1;1;1;1;1;;149;0.99;329.12;137.14;332.39;141.04;0.61;0.39;0.60;0.40;;8
filler-2_corrected;;1;;1;1;1;1;1;;149;0.94;358.34;245.67;362.32;253.63;0.64;0.36;0.60;0.40;;8
FULL_BAY_Current_cell1;;0;;1;1;1;1;0;;68;0.84;115.19;141.80;118.10;146.13;0.06;0.94;0.88;0.12;;4
FULL_BAY_Current_cell1_corrected;;0;;1;1;1;1;0;;68;0.87;144.07;272.58;148.78;281.86;0.06;0.94;0.87;0.13;;4
XXX-translation-1;;0;;1;1;0;0;0;;49;0.96;124.18;134.70;125.88;139.77;0.08;0.92;0.61;0.39;;2
XXX-translation-1_corrected;;1;;1;1;1;1;1;;49;0.94;165.81;265.15;168.07;275.44;0.10;0.90;0.61;0.39;;2
3_SHELVES_Current_cell1;;0;;1;1;1;1;0;;137;0.96;192.64;129.25;196.10;129.26;0.05;0.95;0.15;0.85;;7
3_SHELVES_Current_cell1_corrected;;0;;1;1;1;1;0;;137;0.87;242.60;326.49;245.05;327.57;0.07;0.93;0.15;0.85;;7
XXX-translation-2;;0;;1;1;1;1;0;;59;0.95;168.77;152.08;171.03;160.46;0.08;0.92;0.47;0.53;;3
XXX-translation-2_corrected;;1;;1;1;1;1;1;;59;0.86;215.91;319.40;218.81;341.94;0.15;0.85;0.46;0.54;;3
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;158;0.96;130.71;131.55;133.18;135.26;0.03;0.97;0.28;0.72;;9
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;1;1;1;0;;158;0.89;181.19;304.28;186.40;315.83;0.03;0.97;0.25;0.75;;9
