Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;13;0.69;116.46;97.98;117.12;100.17;0.08;0.92;1.00;0.00;;1
filler-1_corrected;;1;;1;1;1;1;1;;13;0.92;197.00;197.34;199.53;209.41;0.23;0.77;0.77;0.23;;2
filler-2;;0;;1;0;1;1;0;;18;0.39;341.80;133.38;349.36;136.75;0.06;0.94;1.00;0.00;;2
filler-2_corrected;;0;;1;0;1;1;0;;18;0.61;267.47;169.39;296.05;170.46;0.06;0.94;1.00;0.00;;2
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;32;0.78;354.22;172.03;374.55;183.94;0.22;0.78;0.84;0.16;;4
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;32;0.88;354.14;287.33;366.17;304.52;0.19;0.81;0.56;0.44;;4
translation-far;;0;;1;0;1;1;0;;12;0.25;190.48;201.34;197.83;215.95;0.08;0.92;0.92;0.08;;1
translation-far_corrected;;0;;1;0;0;0;0;;12;0.33;113.40;323.39;116.82;349.89;0.00;1.00;0.83;0.17;;1
1.Shabam-Marketing-reference;;0;;1;0;1;1;0;;186;0.25;387.17;196.61;390.68;199.46;0.38;0.62;0.99;0.01;;23
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;186;0.36;317.27;281.58;318.30;286.18;0.23;0.77;0.90;0.10;;23
translation-individual;;0;;1;0;0;0;0;;13;0.00;195.44;72.55;196.91;72.58;0.31;0.69;1.00;0.00;;1
translation-individual_corrected;;0;;1;0;0;0;0;;13;0.00;98.64;91.00;102.35;91.44;0.00;1.00;1.00;0.00;;1
1.lSRP-pepper-individual;;0;;1;0;1;1;0;;54;0.13;230.52;167.23;230.54;167.23;0.04;0.96;1.00;0.00;;7
1.lSRP-pepper-individual_corrected;;0;;1;0;0;0;0;;54;0.19;95.87;174.33;96.16;174.33;0.00;1.00;1.00;0.00;;7
1-Shabam-reference-individual;;0;;1;0;0;0;0;;25;0.08;116.87;105.40;123.65;107.26;0.00;1.00;1.00;0.00;;3
1-Shabam-reference-individual_corrected;;0;;1;0;0;0;0;;25;0.20;34.06;89.18;36.01;90.39;0.00;1.00;1.00;0.00;;3
