Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;124;0.90;379.11;178.96;379.12;179.29;0.73;0.27;0.68;0.32;;7
filler-1_corrected;;1;;1;1;1;1;1;;124;0.86;428.91;514.35;439.98;525.48;0.82;0.18;0.76;0.24;;7
filler-2;;1;;1;1;1;1;1;;115;0.70;414.67;177.26;415.15;178.64;0.83;0.17;0.87;0.13;;7
filler-2_corrected;;0;;1;1;1;1;0;;115;0.70;382.84;192.85;383.42;194.03;0.89;0.11;0.90;0.10;;7
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;65;0.95;202.63;157.95;212.94;166.74;0.77;0.23;0.54;0.46;;4
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;1;1;0;;65;0.98;177.36;217.79;188.49;218.63;0.92;0.08;0.62;0.38;;4
translation-far;;0;;1;1;0;1;0;;25;1.00;215.46;83.49;226.87;86.22;1.00;0.00;0.88;0.12;;1
translation-far_corrected;;0;;1;1;0;0;0;;25;1.00;138.78;141.82;146.64;146.90;1.00;0.00;0.88;0.12;;1
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;409;0.87;328.48;178.55;328.48;184.75;0.69;0.31;0.81;0.19;;25
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;409;0.88;225.11;207.74;225.90;208.25;0.83;0.17;0.85;0.15;;25
translation-individual;;0;;1;1;0;0;0;;24;1.00;142.59;107.45;142.97;109.22;0.96;0.04;0.83;0.17;;1
translation-individual_corrected;;0;;1;1;0;0;0;;24;1.00;129.95;162.83;131.26;170.80;1.00;0.00;0.88;0.13;;1
1-Shabam-reference-individual;;0;;1;1;0;0;1;;27;1.00;124.15;52.57;125.59;52.59;0.78;0.22;0.67;0.33;;2
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;27;1.00;170.07;131.25;179.59;135.16;0.78;0.22;0.78;0.22;;2
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;61;1.00;205.79;90.54;216.85;90.92;0.56;0.44;0.70;0.30;;4
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;61;1.00;190.56;125.54;193.11;125.79;0.75;0.25;0.80;0.20;;4
