Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;38;0.92;70.46;256.02;70.64;270.40;0.47;0.53;0.18;0.82;;3
filler-1_corrected;;0;;1;1;0;0;1;;38;0.87;83.08;321.57;83.15;335.78;0.61;0.39;0.29;0.71;;3
filler-2;;0;;1;1;0;0;1;;49;1.00;70.44;101.64;71.00;101.74;0.90;0.10;0.12;0.88;;3
filler-2_corrected;;0;;1;1;0;0;0;;49;1.00;79.98;158.94;80.85;159.11;0.94;0.06;0.49;0.51;;3
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;298;0.97;461.35;183.44;466.46;184.50;0.43;0.57;0.48;0.52;;13
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;298;0.80;505.48;343.68;505.96;356.27;0.44;0.56;0.63;0.37;;13
translation-far;;1;;1;1;1;1;1;;50;1.00;241.02;118.96;250.95;119.27;0.54;0.46;0.20;0.80;;2
translation-far_corrected;;1;;1;1;1;1;1;;50;0.94;297.95;207.74;313.48;209.27;0.60;0.40;0.56;0.44;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;163;0.98;256.73;167.22;256.97;167.47;0.44;0.56;0.29;0.71;;8
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;163;0.98;271.67;225.32;271.85;225.55;0.31;0.69;0.33;0.67;;8
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;107;0.99;149.03;110.33;151.06;110.88;0.11;0.89;0.16;0.84;;5
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;107;0.96;173.09;151.01;174.84;152.58;0.04;0.96;0.19;0.81;;5
translation-individual;;0;;1;1;0;0;1;;44;0.95;68.11;132.30;68.79;137.82;0.64;0.36;0.18;0.82;;2
translation-individual_corrected;;0;;1;1;0;0;1;;44;0.91;77.86;197.08;78.78;205.55;0.16;0.84;0.27;0.73;;2
1-Shabam-reference-individual;;1;;1;1;1;1;1;;70;1.00;227.49;119.50;241.90;126.72;0.56;0.44;0.16;0.84;;3
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;70;0.93;269.16;169.46;287.24;181.81;0.33;0.67;0.21;0.79;;3
