Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;42;0.83;226.47;171.41;226.48;174.18;0.90;0.10;0.07;0.93;;6
filler-1_corrected;;1;;1;1;1;1;1;;42;0.95;251.43;169.54;251.57;171.06;0.60;0.40;0.19;0.81;;6
filler-2;;0;;0;1;0;0;0;;5;0.80;112.07;98.64;113.88;99.83;0.80;0.20;0.00;1.00;;1
filler-2_corrected;;0;;0;1;0;0;0;;5;1.00;135.89;95.32;140.32;96.72;0.20;0.80;0.00;1.00;;1
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;31;0.77;209.29;314.93;210.95;330.31;0.65;0.35;0.32;0.68;;4
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;31;0.94;271.15;294.09;271.82;305.18;0.39;0.61;0.42;0.58;;4
translation-far;;0;;1;1;0;0;0;;14;1.00;43.33;147.53;46.73;164.83;1.00;0.00;0.64;0.36;;2
translation-far_corrected;;0;;1;1;0;0;1;;14;1.00;60.71;134.65;60.71;151.23;0.43;0.57;0.86;0.14;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;173;0.91;278.37;201.42;279.21;201.74;0.51;0.49;0.25;0.75;;24
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;173;0.97;294.28;187.91;294.80;188.27;0.25;0.75;0.55;0.45;;24
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;66;0.95;124.51;171.12;128.11;171.61;0.18;0.82;0.21;0.79;;10
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;66;1.00;154.12;157.26;155.02;158.14;0.02;0.98;0.58;0.42;;10
1-Shabam-reference-individual;;1;;1;1;1;1;1;;41;0.93;194.48;176.45;206.85;180.97;0.78;0.22;0.27;0.73;;6
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;41;0.95;245.01;159.57;258.97;163.83;0.17;0.83;0.61;0.39;;6
translation-individual;;0;;1;1;0;0;0;;18;1.00;50.24;95.06;52.28;97.27;1.00;0.00;0.50;0.50;;2
translation-individual_corrected;;0;;1;1;0;0;0;;18;1.00;37.93;84.96;38.71;86.63;0.33;0.67;1.00;0.00;;2
