Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;34;0.94;162.82;136.98;168.51;140.67;0.56;0.44;0.12;0.88;;3
filler-1_corrected;;0;;1;1;0;0;0;;34;0.94;157.59;143.30;161.42;146.54;0.74;0.26;0.06;0.94;;3
filler-2;;0;;1;1;0;0;0;;17;1.00;76.83;29.15;94.11;29.15;0.76;0.24;0.00;1.00;;1
filler-2_corrected;;0;;1;1;0;0;0;;17;1.00;89.31;43.76;109.94;45.05;1.00;0.00;0.00;1.00;;1
1.reference-lSRP-Right-shelf;;0;;1;1;0;0;0;;24;1.00;43.95;58.11;44.93;68.09;0.08;0.92;0.17;0.83;;2
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;1;;24;1.00;54.43;64.49;54.50;74.31;0.38;0.63;0.13;0.88;;2
translation-far;;0;;1;1;0;0;0;;12;1.00;24.68;31.99;24.70;32.12;0.00;1.00;0.00;1.00;;1
translation-far_corrected;;0;;1;1;0;0;0;;12;1.00;27.63;35.32;27.71;35.32;0.00;1.00;0.00;1.00;;1
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;132;0.89;310.32;245.42;320.36;261.26;0.30;0.70;0.45;0.55;;13
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;132;0.84;451.28;504.42;467.23;525.05;0.32;0.68;0.31;0.69;;13
1-Shabam-reference-individual;;1;;1;1;1;1;1;;19;0.95;291.48;113.78;295.24;122.43;0.63;0.37;0.89;0.11;;1
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;19;0.89;399.61;221.93;403.00;240.54;0.63;0.37;0.58;0.42;;1
translation-individual;;0;;1;1;0;0;0;;14;1.00;144.67;10.34;153.64;10.48;0.57;0.43;1.00;0.00;;1
translation-individual_corrected;;0;;1;1;0;0;1;;14;1.00;184.59;29.97;196.74;32.69;0.71;0.29;0.57;0.43;;1
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;18;1.00;141.65;33.20;144.64;33.46;0.17;0.83;0.78;0.22;;1
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;1;;18;1.00;192.38;31.58;198.13;33.46;0.22;0.78;0.11;0.89;;1
