Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;32;1.00;133.11;114.29;135.34;114.60;0.41;0.59;0.31;0.69;;3
filler-1_corrected;;1;;1;1;1;1;1;;32;0.94;175.41;236.85;175.70;240.75;0.88;0.13;0.56;0.44;;3
filler-2;;0;;1;1;0;0;0;;17;1.00;39.44;29.63;40.43;29.81;0.06;0.94;0.00;1.00;;2
filler-2_corrected;;0;;1;1;0;0;0;;17;1.00;43.80;74.98;43.84;74.98;1.00;0.00;0.12;0.88;;2
FULL_BAY_Current_cell1;;0;;1;0;1;1;1;;27;0.22;430.47;444.41;444.77;465.82;0.44;0.56;0.41;0.59;;3
FULL_BAY_Current_cell1_corrected;;0;;1;0;1;1;1;;27;0.07;9165.15;70408.51;9172.06;70429.07;0.70;0.30;0.56;0.44;;3
XXX-translation-1;;0;;1;1;0;0;0;;16;1.00;53.42;67.77;53.60;70.22;0.56;0.44;0.00;1.00;;2
XXX-translation-1_corrected;;0;;1;0;0;0;0;;16;0.56;69.82;413.20;70.43;446.90;1.00;0.00;0.00;1.00;;2
3_SHELVES_Current_cell1;;0;;1;1;0;0;0;;12;0.75;77.40;83.71;83.32;89.01;0.17;0.83;0.00;1.00;;1
3_SHELVES_Current_cell1_corrected;;0;;1;0;0;0;0;;12;0.17;115.79;1156.65;118.36;1174.81;1.00;0.00;0.00;1.00;;1
XXX-translation-2;;0;;1;1;0;0;0;;20;1.00;132.58;66.00;144.00;66.72;0.60;0.40;0.00;1.00;;2
XXX-translation-2_corrected;;0;;1;0;1;1;0;;20;0.45;248.07;527.25;264.93;576.68;0.90;0.10;0.00;1.00;;2
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;0;0;0;;31;1.00;84.54;56.76;84.72;56.85;0.06;0.94;0.00;1.00;;3
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;0;1;1;0;;31;0.42;157.77;380.19;161.46;389.68;0.77;0.23;0.00;1.00;;3
