Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;34;1.00;260.21;163.57;265.25;165.01;0.82;0.18;0.41;0.59;;4
filler-1_corrected;;1;;1;1;1;1;1;;34;0.82;458.91;231.08;459.43;242.46;0.68;0.32;0.38;0.62;;4
filler-2;;1;;1;1;1;1;1;;20;0.90;377.06;156.54;378.12;157.77;0.55;0.45;0.50;0.50;;2
filler-2_corrected;;1;;1;1;1;1;1;;20;0.85;925.02;366.05;942.89;381.05;0.50;0.50;0.40;0.60;;2
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;227;0.87;364.50;158.27;369.63;159.20;0.83;0.17;0.37;0.63;;26
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;227;0.68;1188.10;400.66;1242.26;416.08;0.70;0.30;0.48;0.52;;26
translation-far;;0;;1;0;1;1;0;;20;0.65;581.97;91.66;629.30;91.66;1.00;0.00;0.10;0.90;;2
translation-far_corrected;;0;;1;0;1;1;1;;20;0.60;5778.84;1449.00;5909.25;1472.52;0.80;0.20;0.30;0.70;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;223;0.76;266.43;181.85;266.44;186.31;0.99;0.01;0.26;0.74;;25
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;223;0.46;909.43;405.70;935.84;419.41;0.96;0.04;0.44;0.56;;26
1-Shabam-reference-individual;;0;;1;1;1;1;0;;95;0.96;233.69;119.00;233.73;119.01;0.86;0.14;0.06;0.94;;11
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;95;0.92;491.07;164.39;500.50;164.54;0.69;0.31;0.16;0.84;;11
translation-individual;;0;;1;1;0;0;0;;25;0.96;313.05;77.32;316.00;81.62;0.88;0.12;0.00;1.00;;3
translation-individual_corrected;;1;;1;1;1;1;1;;25;0.84;743.04;134.20;746.60;138.22;0.76;0.24;0.12;0.88;;3
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;74;0.92;265.49;110.66;266.81;110.66;0.95;0.05;0.05;0.95;;9
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;74;0.72;615.23;185.49;621.46;187.47;0.80;0.20;0.18;0.82;;9
