Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;46;0.91;97.14;101.52;98.50;102.73;0.04;0.96;0.00;1.00;;2
filler-1_corrected;;0;;1;1;0;0;1;;46;0.98;100.42;113.53;104.85;115.72;0.43;0.57;0.28;0.72;;2
filler-2;;0;;0;1;0;0;0;;4;1.00;35.34;38.50;36.94;41.89;0.00;1.00;0.00;1.00;;0
filler-2_corrected;;0;;0;1;0;0;0;;4;1.00;44.82;30.74;47.85;33.28;0.75;0.25;1.00;0.00;;0
FULL_BAY_Current_cell1;;0;;1;0;1;1;0;;57;0.05;86.38;146.05;86.43;155.06;0.00;1.00;0.09;0.91;;3
FULL_BAY_Current_cell1_corrected;;0;;1;0;1;1;0;;57;0.58;128.83;140.75;129.94;143.70;0.04;0.96;0.35;0.65;;3
XXX-translation-1;;0;;1;1;0;0;0;;21;1.00;59.54;70.00;62.61;70.29;0.00;1.00;0.00;1.00;;1
XXX-translation-1_corrected;;0;;1;1;0;0;1;;21;1.00;57.56;70.30;59.52;70.58;0.24;0.76;0.71;0.29;;1
3_SHELVES_Current_cell1;;0;;1;0;1;1;0;;152;0.30;309.60;216.21;309.82;218.52;0.12;0.88;0.03;0.97;;9
3_SHELVES_Current_cell1_corrected;;0;;1;0;1;1;1;;152;0.47;559.91;335.36;569.03;335.38;0.24;0.76;0.15;0.85;;9
XXX-translation-2;;0;;1;0;1;1;0;;25;0.44;184.45;233.82;207.19;262.34;0.00;1.00;0.08;0.92;;1
XXX-translation-2_corrected;;0;;1;1;1;1;0;;25;0.88;249.00;249.61;255.89;276.72;0.04;0.96;0.32;0.68;;1
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;56;0.79;179.54;163.89;183.33;164.33;0.00;1.00;0.05;0.95;;3
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;1;1;1;0;;56;0.86;413.98;193.15;431.40;196.44;0.04;0.96;0.27;0.73;;3
