Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;0;;64;0.59;313.80;335.57;314.34;335.57;0.34;0.66;0.09;0.91;;8
filler-1_corrected;;1;;1;1;1;1;1;;64;0.88;1747.98;1049.41;1752.22;1049.88;0.77;0.23;0.22;0.78;;8
filler-2;;1;;1;1;1;1;1;;96;0.81;384.43;305.57;385.31;307.61;0.72;0.28;0.19;0.81;;12
filler-2_corrected;;0;;1;1;1;1;0;;96;0.82;625.04;443.30;625.15;455.82;0.99;0.01;0.13;0.88;;12
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;80;0.68;387.00;304.85;388.89;306.49;0.45;0.55;0.25;0.75;;10
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;1;1;0;;80;0.76;696.60;332.36;696.79;332.39;0.94;0.06;0.06;0.94;;10
translation-far;;0;;1;1;0;0;1;;20;1.00;153.85;183.94;154.00;183.98;0.25;0.75;0.65;0.35;;3
translation-far_corrected;;0;;1;1;1;1;0;;20;0.75;327.14;192.44;329.00;193.06;0.85;0.15;0.10;0.90;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;382;0.82;447.30;261.76;447.32;263.81;0.64;0.36;0.53;0.47;;48
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;382;0.62;1663.97;756.61;1664.71;756.85;0.95;0.05;0.05;0.95;;48
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;97;0.94;204.35;211.89;204.94;213.71;0.41;0.59;0.49;0.51;;13
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;97;0.86;432.21;230.81;439.62;232.99;0.91;0.09;0.08;0.92;;13
translation-individual;;1;;1;1;1;1;1;;14;0.93;204.24;120.29;230.47;124.25;0.57;0.43;0.86;0.14;;3
translation-individual_corrected;;0;;1;1;1;1;0;;14;0.79;450.61;232.76;469.03;233.30;0.79;0.21;0.07;0.93;;3
1-Shabam-reference-individual;;1;;1;1;1;1;1;;52;0.92;213.70;218.19;220.40;218.19;0.58;0.42;0.27;0.73;;7
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;52;0.88;695.65;368.26;713.07;375.93;0.90;0.10;0.10;0.90;;7
