Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;100;1.00;213.09;103.11;213.11;104.77;0.53;0.47;0.67;0.33;;16
filler-1_corrected;;1;;1;1;1;1;1;;100;0.95;322.30;162.89;322.39;164.53;0.53;0.47;0.36;0.64;;16
filler-2;;0;;1;1;1;1;0;;42;1.00;245.06;101.81;251.97;101.94;0.45;0.55;0.90;0.10;;7
filler-2_corrected;;1;;1;1;1;1;1;;42;1.00;353.43;133.31;370.83;133.44;0.48;0.52;0.74;0.26;;7
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;66;1.00;271.34;94.36;292.11;99.75;0.39;0.61;0.45;0.55;;10
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;66;1.00;426.84;157.85;464.78;165.10;0.38;0.62;0.24;0.76;;10
translation-far;;0;;1;1;0;0;1;;15;1.00;135.70;95.47;139.50;96.18;0.53;0.47;0.67;0.33;;2
translation-far_corrected;;1;;1;1;1;1;1;;15;1.00;228.39;158.25;242.91;158.35;0.60;0.40;0.47;0.53;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;70;0.97;211.31;125.78;215.08;126.34;0.31;0.69;0.91;0.09;;11
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;70;1.00;270.87;143.14;278.97;147.05;0.31;0.69;0.80;0.20;;11
1-Shabam-reference-individual;;0;;1;1;0;0;0;;41;1.00;104.93;69.13;109.41;69.86;0.34;0.66;0.98;0.02;;8
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;41;1.00;179.88;120.77;193.23;127.07;0.56;0.44;0.78;0.22;;8
translation-individual;;0;;1;1;0;0;0;;14;1.00;46.84;88.50;47.92;88.92;0.36;0.64;1.00;0.00;;2
translation-individual_corrected;;0;;1;1;0;0;0;;14;1.00;62.27;114.49;62.63;114.51;0.57;0.43;0.93;0.07;;2
1.lSRP-pepper-individual;;0;;1;1;0;0;1;;27;1.00;72.76;77.06;72.76;77.07;0.11;0.89;0.85;0.15;;4
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;1;;27;1.00;117.27;123.39;117.74;125.50;0.15;0.85;0.52;0.48;;4
