Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;843;0.80;343.01;379.34;354.27;399.74;0.16;0.84;1.00;0.00;;60
prod_cell1_corrected;;0;;1;1;1;1;0;;843;0.76;4213.72;1887.17;4223.65;1887.21;0.25;0.75;0.99;0.01;;60
task2_prod_cell1;;0;;1;0;1;1;0;;863;0.61;295.59;1296.42;301.14;1316.76;0.04;0.96;0.69;0.31;;60
task2_prod_cell1_corrected;;1;;1;1;1;1;1;;863;0.87;2597.51;1303.17;2597.60;1335.93;0.29;0.71;0.69;0.31;;60
Cell1_21_Light_Fit_Strawberry;;0;;1;1;0;0;0;;391;0.87;263.27;204.13;263.40;209.61;0.13;0.87;1.00;0.00;;27
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;1;1;1;0;;391;0.79;92458.85;14787.64;92520.32;14815.70;0.27;0.73;1.00;0.00;;27
Cell1_11_Light_Fit_vanilla;;0;;1;1;0;0;0;;263;0.81;295.61;246.94;304.78;260.65;0.05;0.95;1.00;0.00;;19
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;1;0;0;0;;263;0.79;4500.11;647.39;4500.17;647.39;0.27;0.73;0.99;0.01;;19
Cell1_22_Yokids_CherryBerryBase;;0;;1;1;0;0;0;;227;0.90;172.03;188.49;172.42;194.46;0.02;0.98;1.00;0.00;;16
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;1;0;0;0;;227;0.87;2711.07;305.35;2713.18;305.57;0.36;0.64;1.00;0.00;;16
Cell1_12_YoBaby_Banana_Mango;;0;;1;1;0;0;0;;97;0.73;342.21;270.80;381.57;284.01;0.00;1.00;1.00;0.00;;6
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;1;1;1;0;;97;0.80;7441.55;949.85;7489.41;955.49;0.43;0.57;0.99;0.01;;6
TargetC;;0;;1;1;0;0;0;;398;0.99;266.95;123.42;272.55;123.70;0.21;0.79;1.00;0.00;;28
TargetC_corrected;;0;;1;1;1;1;0;;398;0.72;6746.95;627.62;6747.36;627.81;0.40;0.60;0.99;0.01;;28
peapodB;;0;;1;1;1;1;0;;842;0.89;277.87;451.22;278.93;489.41;0.17;0.83;1.00;0.00;;60
peapodB_corrected;;0;;1;1;1;1;0;;842;0.70;88028.12;10935.46;88082.17;10944.11;0.42;0.58;0.99;0.01;;60
