Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;65;0.97;71.21;85.83;71.33;87.50;0.35;0.65;0.00;1.00;;3
filler-1_corrected;;0;;1;0;1;1;0;;65;0.02;233.62;832.96;234.71;839.29;0.91;0.09;0.00;1.00;;3
filler-2;;1;;1;1;1;1;1;;691;0.97;313.51;160.37;315.63;161.34;0.48;0.52;0.32;0.68;;34
filler-2_corrected;;0;;1;0;1;1;1;;691;0.48;2149.50;5416.51;2151.00;5417.03;0.56;0.44;0.12;0.88;;34
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;544;0.99;245.12;124.49;245.84;125.52;0.54;0.46;0.81;0.19;;28
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;544;0.90;399.15;149.99;408.46;157.17;0.54;0.46;0.56;0.44;;28
translation-far;;0;;1;1;0;0;0;;82;1.00;43.23;104.72;43.24;105.92;0.93;0.07;0.96;0.04;;5
translation-far_corrected;;0;;1;1;0;0;0;;82;0.99;70.40;106.86;71.90;106.89;0.91;0.09;0.71;0.29;;5
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;607;0.93;205.28;129.50;208.07;132.29;0.25;0.75;0.96;0.04;;31
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;607;1.00;261.66;114.43;270.21;114.46;0.25;0.75;0.70;0.30;;31
translation-individual;;0;;1;1;0;0;0;;54;0.96;56.55;56.53;56.87;58.89;0.20;0.80;1.00;0.00;;3
translation-individual_corrected;;0;;1;1;0;0;0;;54;1.00;53.02;31.99;53.31;32.87;0.13;0.87;1.00;0.00;;3
1-Shabam-reference-individual;;0;;1;1;0;0;0;;580;0.75;147.11;209.68;147.11;210.62;0.39;0.61;0.95;0.05;;32
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;580;0.97;2963.80;1594.99;2965.86;1596.98;0.34;0.66;0.90;0.10;;32
1.lSRP-pepper-individual;;0;;1;0;0;0;0;;786;0.21;141.18;171.48;142.02;171.85;0.14;0.86;1.00;0.00;;43
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;786;1.00;113.68;66.70;114.02;67.05;0.10;0.90;1.00;0.00;;43
