Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;77;0.95;120.49;144.17;125.62;151.87;0.95;0.05;0.29;0.71;;5
filler-1_corrected;;1;;1;1;1;1;1;;77;0.90;1897.64;14437.06;1922.84;14509.35;0.90;0.10;0.38;0.62;;5
filler-2;;0;;1;1;0;0;1;;27;1.00;131.63;65.36;135.03;65.66;0.67;0.33;0.19;0.81;;1
filler-2_corrected;;0;;1;1;0;0;1;;27;1.00;170.27;74.53;173.46;74.53;0.52;0.48;0.33;0.67;;1
FULL_BAY_Current_cell1;;1;;1;1;1;1;1;;28;1.00;76.15;123.25;76.87;123.25;0.32;0.68;0.29;0.71;;2
FULL_BAY_Current_cell1_corrected;;0;;1;1;1;1;0;;28;0.89;148.92;254.42;149.68;261.03;0.07;0.93;0.46;0.54;;2
XXX-translation-1;;0;;1;1;0;0;1;;30;1.00;65.43;79.89;68.95;80.97;0.73;0.27;0.87;0.13;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;30;1.00;63.32;68.76;67.19;70.54;0.07;0.93;0.93;0.07;;2
3_SHELVES_Current_cell1;;0;;1;1;1;1;0;;69;0.96;210.90;134.95;230.93;135.47;0.28;0.72;0.04;0.96;;4
3_SHELVES_Current_cell1_corrected;;0;;1;0;1;1;1;;69;0.46;1699.72;6938.61;1700.74;7019.39;0.20;0.80;0.12;0.88;;4
XXX-translation-2;;0;;1;0;1;1;1;;30;0.60;423.53;263.39;453.23;264.46;0.80;0.20;0.77;0.23;;2
XXX-translation-2_corrected;;0;;1;0;1;1;1;;30;0.53;534.21;294.37;556.07;294.38;0.73;0.27;0.77;0.23;;2
PRODUCT_SHOT_skinless_current_cell1;;1;;1;1;1;1;1;;138;0.98;179.05;99.41;190.18;100.57;0.65;0.35;0.17;0.83;;9
PRODUCT_SHOT_skinless_current_cell1_corrected;;1;;1;1;1;1;1;;138;0.94;1082.77;1305.24;1083.66;1305.49;0.47;0.53;0.36;0.64;;9
