Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;94;0.94;143.86;183.81;144.98;183.90;0.34;0.66;0.28;0.72;;7
filler-1_corrected;;0;;1;0;1;1;1;;94;0.53;338.98;611.19;341.34;621.50;0.35;0.65;0.28;0.72;;7
filler-2;;0;;1;1;0;0;1;;29;0.93;97.19;199.75;97.63;203.74;0.59;0.41;0.55;0.45;;2
filler-2_corrected;;1;;1;1;1;1;1;;29;0.83;282.04;611.99;284.97;641.00;0.76;0.24;0.52;0.48;;2
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;93;0.99;130.40;128.96;132.37;129.10;0.56;0.44;0.77;0.23;;7
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;93;0.55;182.13;259.71;182.45;262.37;0.74;0.26;0.77;0.23;;7
XXX-translation-1;;0;;1;1;0;0;0;;23;1.00;60.40;85.77;60.57;89.98;0.91;0.09;0.96;0.04;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;23;0.87;84.11;139.73;85.01;143.14;1.00;0.00;0.96;0.04;;2
3_SHELVES_IrishRecipe_cell4;;1;;1;1;1;1;1;;207;1.00;142.93;112.51;142.93;112.51;0.58;0.42;0.28;0.72;;16
3_SHELVES_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;207;0.88;221.11;285.55;222.00;287.15;0.65;0.35;0.27;0.73;;16
XXX-translation-2;;0;;1;1;0;0;0;;26;0.85;69.15;258.47;69.15;258.48;1.00;0.00;0.65;0.35;;2
XXX-translation-2_corrected;;0;;1;0;1;1;0;;26;0.46;176.99;745.46;177.15;761.24;1.00;0.00;0.65;0.35;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;1;;141;0.97;109.01;174.86;109.02;178.27;0.85;0.15;0.52;0.48;;12
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;141;0.86;219.32;306.31;219.68;307.38;0.86;0.14;0.50;0.50;;12
