Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;1;;21;0.57;269.33;422.52;283.19;424.64;0.48;0.52;0.19;0.81;;2
filler-1_corrected;;1;;1;1;1;1;1;;21;0.81;2749.19;449.81;2762.60;449.81;0.52;0.48;0.67;0.33;;2
filler-2;;0;;1;1;0;0;1;;30;1.00;102.65;116.64;103.20;116.75;0.77;0.23;0.40;0.60;;3
filler-2_corrected;;0;;1;1;0;0;0;;30;1.00;106.47;18.56;107.70;18.67;1.00;0.00;1.00;0.00;;3
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;139;0.95;238.92;164.86;239.49;165.58;0.38;0.62;0.63;0.37;;13
1.reference-lSRP-Right-shelf_corrected;;0;;1;1;0;0;0;;139;1.00;270.83;20.14;274.14;20.14;0.79;0.21;1.00;0.00;;13
translation-far;;0;;1;1;0;0;1;;22;1.00;98.61;120.22;104.32;122.86;0.86;0.14;0.77;0.23;;2
translation-far_corrected;;0;;1;1;0;0;0;;22;1.00;97.32;21.26;100.29;22.23;1.00;0.00;1.00;0.00;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;250;0.92;219.75;191.05;219.79;191.39;0.45;0.55;0.77;0.23;;26
1.Shabam-Marketing-reference_corrected;;0;;1;1;0;0;0;;250;1.00;208.24;23.71;208.34;23.78;0.84;0.16;1.00;0.00;;26
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;77;1.00;182.77;128.29;183.00;128.30;0.83;0.17;0.57;0.43;;9
1.lSRP-pepper-individual_corrected;;0;;1;1;0;0;0;;77;1.00;190.41;19.16;192.07;19.25;0.90;0.10;1.00;0.00;;9
1-Shabam-reference-individual;;0;;1;1;0;0;0;;53;1.00;169.34;77.98;172.85;81.24;0.81;0.19;0.92;0.08;;5
1-Shabam-reference-individual_corrected;;0;;1;1;0;0;0;;53;1.00;166.83;9.52;172.60;9.83;0.91;0.09;1.00;0.00;;5
translation-individual;;0;;1;1;0;0;0;;20;1.00;67.02;117.89;69.50;118.60;1.00;0.00;0.85;0.15;;2
translation-individual_corrected;;0;;1;1;0;0;0;;20;1.00;60.32;15.44;61.14;15.77;1.00;0.00;1.00;0.00;;2
