Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;14;1.00;260.33;124.95;262.90;126.60;0.50;0.50;0.71;0.29;;2
filler-1_corrected;;1;;1;1;1;1;1;;14;0.79;408.94;441.73;413.64;471.35;0.36;0.64;0.21;0.79;;2
filler-2;;0;;1;1;0;0;1;;15;1.00;222.70;49.21;222.98;50.75;0.13;0.87;0.27;0.73;;2
filler-2_corrected;;0;;1;1;1;1;0;;15;0.67;320.34;99.38;345.37;101.80;0.07;0.93;0.47;0.53;;2
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;19;0.89;152.37;100.11;156.50;100.28;0.26;0.74;0.21;0.79;;3
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;0;0;0;;19;0.26;227.95;77.56;233.52;79.31;0.05;0.95;0.11;0.89;;3
XXX-translation-1;;1;;1;1;1;1;1;;14;0.71;400.55;213.56;402.17;216.66;0.21;0.79;0.14;0.86;;2
XXX-translation-1_corrected;;0;;1;0;1;1;0;;14;0.57;409.61;123.01;410.93;123.20;0.00;1.00;0.29;0.71;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;0;1;1;0;;105;0.63;400.68;281.39;409.10;290.51;0.08;0.92;0.03;0.97;;17
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;0;0;0;;105;0.25;309.09;75.39;309.58;75.83;0.00;1.00;0.39;0.61;;17
XXX-translation-2;;0;;1;1;0;0;0;;11;0.91;193.19;49.93;207.60;50.24;0.18;0.82;0.00;1.00;;2
XXX-translation-2_corrected;;0;;1;1;0;0;0;;11;0.73;140.15;45.85;146.95;50.28;0.00;1.00;0.00;1.00;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;26;0.96;108.76;117.58;109.08;118.70;0.42;0.58;0.00;1.00;;4
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;0;0;0;0;;26;0.62;155.95;24.57;155.97;24.76;0.00;1.00;0.00;1.00;;4
