Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;1;;42;0.52;280.77;256.59;284.06;270.17;0.38;0.62;0.12;0.88;;3
filler-1_corrected;;0;;1;0;1;1;0;;42;0.43;317.00;282.65;321.37;301.05;0.36;0.64;0.10;0.90;;3
filler-2;;0;;1;0;1;1;0;;25;0.00;223.14;90.55;238.38;91.02;0.00;1.00;0.00;1.00;;2
filler-2_corrected;;0;;1;0;1;1;0;;25;0.00;258.92;123.52;277.92;123.55;0.00;1.00;0.00;1.00;;2
1.reference-lSRP-Right-shelf;;0;;1;0;1;1;0;;103;0.20;304.46;224.37;316.23;243.97;0.03;0.97;0.11;0.89;;7
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;103;0.11;335.39;254.58;353.64;280.78;0.03;0.97;0.11;0.89;;7
translation-far;;0;;1;1;1;1;0;;40;0.95;255.98;104.85;256.02;105.21;0.18;0.83;0.08;0.93;;3
translation-far_corrected;;0;;1;1;1;1;0;;40;0.93;283.81;114.91;283.90;115.28;0.15;0.85;0.08;0.93;;3
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;255;0.79;343.97;209.30;362.76;209.65;0.59;0.41;0.23;0.77;;18
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;1;;255;0.60;381.63;242.50;397.99;242.75;0.57;0.43;0.20;0.80;;18
translation-individual;;0;;1;1;0;0;1;;25;1.00;124.21;84.10;124.38;87.04;0.16;0.84;0.52;0.48;;2
translation-individual_corrected;;0;;1;1;0;0;0;;25;1.00;133.33;88.85;133.57;91.56;0.08;0.92;0.32;0.68;;2
1-Shabam-reference-individual;;0;;1;1;0;0;0;;46;1.00;202.54;83.15;215.71;83.27;0.00;1.00;0.00;1.00;;3
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;46;1.00;225.80;86.85;240.08;86.94;0.00;1.00;0.00;1.00;;3
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;114;1.00;173.43;133.63;176.48;139.04;0.15;0.85;0.15;0.85;;8
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;114;0.97;192.49;146.41;196.48;151.01;0.11;0.89;0.15;0.85;;8
