Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;11;0.73;165.19;334.31;165.30;346.33;0.55;0.45;0.27;0.73;;2
filler-1_corrected;;0;;1;0;1;1;0;;11;0.18;205.80;639.33;230.87;648.94;1.00;0.00;0.27;0.73;;2
filler-2;;0;;1;1;1;1;0;;25;0.72;218.92;98.44;221.12;98.51;0.28;0.72;0.00;1.00;;4
filler-2_corrected;;0;;1;0;1;1;0;;25;0.24;264.42;243.98;266.09;244.53;0.56;0.44;0.00;1.00;;4
1.reference-lSRP-Right-shelf;;0;;1;0;1;1;0;;68;0.47;245.54;196.64;248.40;200.30;0.59;0.41;0.00;1.00;;10
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;68;0.26;295.24;695.54;313.12;725.81;0.94;0.06;0.00;1.00;;10
translation-far;;0;;1;0;0;0;0;;16;0.56;84.46;93.31;85.58;93.32;1.00;0.00;0.00;1.00;;2
translation-far_corrected;;0;;1;0;0;0;0;;16;0.19;84.23;257.76;84.78;257.76;1.00;0.00;0.00;1.00;;2
1.Shabam-Marketing-reference;;0;;1;0;1;1;0;;188;0.43;393.69;178.49;394.69;178.60;0.64;0.36;0.01;0.99;;27
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;0;;188;0.20;503.97;478.44;504.00;481.03;0.74;0.26;0.03;0.97;;27
translation-individual;;0;;1;1;0;0;0;;18;0.67;121.00;181.41;121.07;196.41;0.22;0.78;0.00;1.00;;3
translation-individual_corrected;;0;;1;0;0;0;0;;18;0.06;125.29;768.69;127.95;836.71;1.00;0.00;0.00;1.00;;3
1-Shabam-reference-individual;;0;;1;0;1;1;0;;63;0.25;179.74;150.14;181.33;151.71;0.54;0.46;0.00;1.00;;9
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;63;0.16;208.33;569.95;210.06;569.96;0.95;0.05;0.00;1.00;;9
1.lSRP-pepper-individual;;0;;1;0;1;1;0;;77;0.18;399.48;283.77;418.85;284.17;0.44;0.56;0.00;1.00;;12
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;0;;77;0.13;1063.04;4416.59;1070.59;4492.03;0.77;0.23;0.03;0.97;;12
