Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;127;0.91;276.28;212.99;276.51;213.68;0.54;0.46;0.27;0.73;;8
filler-1_corrected;;0;;1;0;1;1;1;;127;0.35;7182.51;2579.89;7234.69;2598.02;0.35;0.65;0.23;0.77;;8
filler-2;;1;;1;1;1;1;1;;106;0.92;397.92;182.37;397.92;185.66;0.61;0.39;0.26;0.74;;6
filler-2_corrected;;0;;1;0;1;1;1;;106;0.37;5668.01;2605.15;5699.81;2627.34;0.32;0.68;0.27;0.73;;6
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;145;0.90;435.55;171.47;435.80;171.79;0.27;0.73;0.28;0.72;;9
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;145;0.68;94655.73;33344.87;94938.63;33446.60;0.22;0.78;0.21;0.79;;9
translation-far;;1;;1;1;1;1;1;;33;0.91;244.25;210.80;255.84;221.33;0.76;0.24;0.85;0.15;;2
translation-far_corrected;;0;;1;0;1;1;0;;33;0.15;1204.67;2339.13;1204.79;2343.08;0.06;0.94;0.06;0.94;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;341;0.89;350.86;240.31;362.84;241.17;0.54;0.46;0.35;0.65;;23
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;1;;341;0.28;21627.75;7012.45;21636.53;7017.87;0.25;0.75;0.21;0.79;;23
translation-individual;;0;;1;1;0;0;0;;34;1.00;154.35;69.01;155.11;69.04;1.00;0.00;0.18;0.82;;2
translation-individual_corrected;;0;;1;0;1;1;0;;34;0.00;3677.72;1708.56;3791.17;1799.15;0.00;1.00;0.00;1.00;;2
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;94;0.97;200.68;111.29;200.98;111.57;0.82;0.18;0.06;0.94;;6
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;1;;94;0.22;10164.66;4654.46;10198.27;4678.15;0.33;0.67;0.28;0.72;;6
1-Shabam-reference-individual;;0;;1;1;1;1;0;;41;1.00;253.14;89.37;271.07;94.74;0.71;0.29;0.02;0.98;;2
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;41;0.32;1635.55;640.33;1638.43;645.83;0.15;0.85;0.07;0.93;;2
