Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;50;0.86;246.72;116.06;254.22;117.88;1.00;0.00;0.66;0.34;;5
filler-1_corrected;;0;;1;0;1;1;1;;50;0.46;2706.13;2849.68;2716.84;2850.50;0.54;0.46;0.26;0.74;;5
filler-2;;1;;1;1;1;1;1;;49;0.96;280.87;136.61;281.83;138.89;0.82;0.18;0.55;0.45;;5
filler-2_corrected;;1;;1;1;1;1;1;;49;0.76;1360.75;1103.56;1366.46;1119.49;0.45;0.55;0.45;0.55;;5
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;57;0.82;492.91;130.88;510.01;130.95;0.51;0.49;0.79;0.21;;12
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;57;0.70;2089.88;313.98;2097.09;316.48;0.25;0.75;0.74;0.26;;12
translation-far;;0;;1;1;0;0;0;;16;1.00;315.08;38.76;349.29;38.80;0.69;0.31;0.06;0.94;;2
translation-far_corrected;;1;;1;1;1;1;1;;16;1.00;265.62;158.55;274.34;160.69;0.63;0.38;0.31;0.69;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;128;0.96;295.96;156.86;317.14;157.27;0.73;0.27;0.56;0.44;;14
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;128;0.77;10323.00;3015.13;10343.76;3035.76;0.33;0.67;0.38;0.62;;14
translation-individual;;0;;1;1;0;0;0;;13;1.00;191.95;84.72;193.36;84.72;0.92;0.08;0.54;0.46;;2
translation-individual_corrected;;0;;1;1;1;1;0;;13;0.69;1184.00;627.37;1191.99;629.36;0.54;0.46;0.08;0.92;;2
1-Shabam-reference-individual;;0;;1;1;1;1;0;;85;1.00;235.32;152.15;240.17;161.15;0.92;0.08;0.27;0.73;;8
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;85;0.87;7495.07;7787.01;7540.91;7821.77;0.89;0.11;0.27;0.73;;8
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;57;1.00;343.56;92.12;353.41;94.47;0.67;0.33;0.60;0.40;;7
1.lSRP-pepper-individual_corrected;;1;;1;1;1;1;1;;57;0.75;522.01;722.90;522.60;736.07;0.32;0.68;0.51;0.49;;7
