Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;16;0.81;258.15;168.34;280.68;172.90;1.00;0.00;0.94;0.06;;2
filler-1_corrected;;0;;1;0;0;0;1;;16;0.25;3008.38;66.38;3083.01;72.15;0.38;0.63;0.44;0.56;;2
filler-2;;1;;1;1;1;1;1;;24;0.71;433.25;191.07;434.16;197.79;0.33;0.67;0.71;0.29;;3
filler-2_corrected;;0;;1;0;1;1;1;;24;0.38;1729.27;175.23;1762.74;175.25;0.17;0.83;0.58;0.42;;3
FULL_BAY_Current_cell1;;1;;1;1;1;1;1;;53;0.92;147.83;163.73;149.43;169.15;0.25;0.75;0.66;0.34;;6
FULL_BAY_Current_cell1_corrected;;0;;1;0;0;0;0;;53;0.26;772.92;68.72;785.64;69.00;0.06;0.94;0.66;0.34;;6
XXX-translation-1;;0;;1;1;0;0;0;;10;1.00;135.34;155.07;155.12;155.44;0.00;1.00;0.40;0.60;;1
XXX-translation-1_corrected;;0;;1;1;0;0;0;;10;0.70;583.95;83.00;605.84;84.78;0.10;0.90;0.90;0.10;;1
3_SHELVES_Current_cell1;;1;;1;1;1;1;1;;91;0.93;204.67;210.47;207.68;211.50;0.13;0.87;0.46;0.54;;12
3_SHELVES_Current_cell1_corrected;;0;;1;1;0;0;0;;91;0.71;1951.85;76.01;1955.77;76.03;0.08;0.92;0.73;0.27;;12
XXX-translation-2;;0;;0;1;0;0;0;;7;1.00;133.41;156.67;138.37;173.70;0.00;1.00;0.57;0.43;;1
XXX-translation-2_corrected;;0;;0;0;0;0;0;;7;0.57;90.16;46.96;90.24;47.84;0.00;1.00;0.86;0.14;;1
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;69;0.99;163.28;111.90;164.07;114.17;0.04;0.96;0.91;0.09;;10
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;0;1;1;1;;69;0.30;3224.43;348.90;3234.31;350.40;0.12;0.88;0.88;0.12;;10
