Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1_NL;;1;;1;1;1;1;1;;56;0,84;485,30;269,92;485,59;270,20;0,23;0,77;0,59;0,41;;9
filler-1_NL_corrected;;1;;1;1;1;1;1;;56;0,70;1294,86;281,56;1296,71;284,22;0,30;0,70;0,25;0,75;;9
filler-2_NL;;1;;1;1;1;1;1;;56;0,88;406,85;234,77;407,03;235,56;0,30;0,70;0,64;0,36;;9
filler-2_NL_corrected;;1;;1;1;1;1;1;;56;0,73;2848,21;382,13;2869,61;386,45;0,29;0,71;0,16;0,84;;9
XXX-translation-1-nl;;0;;1;0;1;1;0;;11;0,27;557,72;175,21;652,57;204,26;0,73;0,27;0,91;0,09;;2
XXX-translation-1-nl_corrected;;0;;1;0;1;1;1;;11;0,27;507,21;235,37;594,58;275,97;0,73;0,27;0,73;0,27;;2
new_ver5;;0;;1;1;1;1;0;;27;0,93;204,08;70,38;208,29;70,94;0,11;0,89;1,00;0,00;;4
new_ver5_corrected;;0;;1;1;1;1;0;;27;0,93;219,10;110,50;228,54;114,92;0,07;0,93;0,07;0,93;;4
cell2_novi_bruine_prednja_strana_fin;;0;;1;1;1;1;0;;44;0,86;222,80;141,78;223,30;144,21;0,05;0,95;0,89;0,11;;7
cell2_novi_bruine_prednja_strana_fin_corrected;;0;;1;1;1;1;0;;44;0,77;247,56;107,93;259,64;112,06;0,18;0,82;0,07;0,93;;7
cell2_novi_bruine_zadnja_strana_fin;;0;;1;1;1;1;0;;44;0,86;245,41;195,80;247,32;209,57;0,02;0,98;0,75;0,25;;7
cell2_novi_bruine_zadnja_strana_fin_corrected;;1;;1;1;1;1;1;;44;0,84;606,15;149,90;610,06;150,25;0,16;0,84;0,14;0,86;;7
cell2_novi_blonde_prednja_strana_fin;;0;;1;1;1;1;0;;44;0,73;263,93;168,34;271,71;171,57;0,02;0,98;0,70;0,30;;7
cell2_novi_blonde_prednja_strana_fin_corrected;;0;;1;1;1;1;0;;44;0,77;443,30;255,02;443,33;255,06;0,09;0,91;0,09;0,91;;7
