Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;166;1.00;229.24;122.98;230.31;123.14;0.40;0.60;0.62;0.38;;9
filler-1_corrected;;1;;1;1;1;1;1;;166;0.70;889.81;2414.38;890.39;2426.40;0.16;0.84;0.29;0.71;;9
filler-2;;0;;0;1;0;0;1;;2;1.00;83.00;39.50;83.00;39.50;0.50;0.50;0.50;0.50;;0
filler-2_corrected;;0;;0;0;0;0;0;;2;0.50;130.50;1083.50;130.50;1083.50;0.00;1.00;0.00;1.00;;0
FULL_BAY_IrishRecipe_cell4;;0;;1;1;0;0;1;;57;0.91;142.21;50.16;142.43;50.23;0.23;0.77;0.44;0.56;;4
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;57;0.28;830.89;815.34;849.89;815.36;0.07;0.93;0.23;0.77;;4
XXX-translation-1;;0;;1;1;0;0;1;;35;1.00;128.42;61.76;131.64;61.94;0.23;0.77;0.40;0.60;;2
XXX-translation-1_corrected;;1;;1;1;1;1;1;;35;0.71;4361.10;2483.09;4396.83;2488.92;0.17;0.83;0.54;0.46;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;1;0;0;0;;70;1.00;87.51;48.20;87.51;48.24;0.09;0.91;0.40;0.60;;4
3_SHELVES_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;70;0.67;1267.20;31904.36;1286.86;32184.71;0.16;0.84;0.39;0.61;;4
XXX-translation-2;;0;;1;1;0;0;1;;37;1.00;135.40;86.64;135.98;89.34;0.14;0.86;0.19;0.81;;2
XXX-translation-2_corrected;;0;;1;0;1;1;1;;37;0.65;3470.11;10885.08;3481.65;10997.29;0.16;0.84;0.57;0.43;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;1;;48;1.00;131.29;71.56;132.16;72.26;0.40;0.60;0.46;0.54;;3
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;48;0.60;844.79;2544.63;851.36;2583.30;0.15;0.85;0.42;0.58;;3
