Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;30;1.00;152.79;86.41;156.03;86.49;0.23;0.77;0.97;0.03;;2
filler-1_corrected;;0;;1;1;0;1;0;;30;1.00;158.25;111.14;162.81;111.23;0.77;0.23;0.90;0.10;;2
filler-2;;0;;1;1;0;0;0;;16;1.00;85.14;110.16;85.49;116.53;0.00;1.00;0.25;0.75;;1
filler-2_corrected;;0;;1;1;0;0;1;;16;1.00;101.66;167.48;101.77;175.11;0.38;0.63;0.13;0.88;;1
FULL_BAY_Current_cell1;;0;;1;1;1;1;0;;138;0.74;103.89;97.87;103.93;97.87;0.03;0.97;0.67;0.33;;6
FULL_BAY_Current_cell1_corrected;;1;;1;1;1;1;1;;138;0.96;127.55;159.73;127.83;160.58;0.53;0.47;0.36;0.64;;6
XXX-translation-1;;0;;1;1;0;0;0;;20;1.00;46.06;104.92;46.18;111.27;0.00;1.00;0.80;0.20;;1
XXX-translation-1_corrected;;0;;1;1;0;0;0;;20;1.00;51.38;165.71;51.38;177.16;0.10;0.90;0.75;0.25;;1
3_SHELVES_Current_cell1;;0;;1;1;1;1;0;;152;0.90;213.25;144.17;215.89;148.45;0.00;1.00;0.32;0.68;;8
3_SHELVES_Current_cell1_corrected;;1;;1;1;1;1;1;;152;0.79;297.67;315.03;306.52;315.34;0.26;0.74;0.25;0.75;;8
XXX-translation-2;;1;;1;1;1;1;1;;30;0.70;302.03;276.59;330.41;285.77;0.30;0.70;0.83;0.17;;2
XXX-translation-2_corrected;;0;;1;1;1;1;0;;30;0.93;218.67;233.84;241.61;233.87;1.00;0.00;0.77;0.23;;2
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;1;1;0;;81;0.90;145.06;231.10;148.77;242.18;0.02;0.98;0.70;0.30;;4
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;1;1;1;0;;81;0.79;456.04;1893.15;486.88;1900.90;0.06;0.94;0.48;0.52;;4
