Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;1;;90;0.30;678.58;346.68;742.80;347.22;0.54;0.46;0.24;0.76;;9
filler-1_corrected;;0;;1;0;1;1;1;;90;0.49;8739.58;1570.87;8775.23;1576.77;0.18;0.82;0.84;0.16;;9
filler-2;;0;;1;1;1;1;0;;76;0.74;255.64;199.19;255.65;199.66;0.42;0.58;0.07;0.93;;7
filler-2_corrected;;0;;1;0;1;1;0;;76;0.51;858.48;184.02;866.75;186.30;0.05;0.95;0.95;0.05;;7
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;34;0.94;342.89;148.83;347.32;153.17;0.32;0.68;0.09;0.91;;3
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;34;0.62;72115.23;13902.28;73183.68;14108.45;0.09;0.91;0.94;0.06;;3
translation-far;;1;;1;1;1;1;1;;18;0.89;244.56;173.83;251.47;176.03;0.33;0.67;0.22;0.78;;2
translation-far_corrected;;0;;1;0;1;1;0;;18;0.44;1708.57;343.32;1748.35;347.95;0.11;0.89;0.94;0.06;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;128;1.00;232.56;180.26;234.60;181.40;0.09;0.91;0.55;0.45;;16
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;128;0.76;1382.37;257.25;1382.44;257.29;0.09;0.91;0.95;0.05;;16
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;79;1.00;204.41;157.64;204.50;157.76;0.14;0.86;0.53;0.47;;10
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;79;0.67;3430.46;768.34;3467.62;776.37;0.11;0.89;0.94;0.06;;10
translation-individual;;0;;1;1;1;1;0;;27;0.93;240.63;172.56;249.19;176.44;0.04;0.96;0.52;0.48;;3
translation-individual_corrected;;0;;1;1;1;1;0;;27;0.74;3958.42;804.67;4021.54;813.47;0.07;0.93;0.93;0.07;;3
1-Shabam-reference-individual;;1;;1;1;1;1;1;;45;1.00;170.71;130.55;172.36;130.91;0.20;0.80;0.18;0.82;;6
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;45;0.33;2447.12;506.75;2503.41;516.11;0.04;0.96;1.00;0.00;;6
