Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;42;0.74;276.50;247.24;279.56;249.59;0.31;0.69;0.17;0.83;;4
filler-1_corrected;;1;;1;1;1;1;1;;42;0.71;3614.44;2980.72;3650.26;3005.57;0.60;0.40;0.81;0.19;;4
filler-2;;1;;1;1;1;1;1;;28;0.75;425.61;312.83;425.70;315.76;0.46;0.54;0.18;0.82;;3
filler-2_corrected;;0;;1;0;1;1;1;;28;0.57;2316.94;728.07;2373.09;729.29;0.46;0.54;0.86;0.14;;3
1.reference-lSRP-Right-shelf;;0;;1;0;1;1;1;;106;0.57;324.44;367.87;328.45;380.31;0.35;0.65;0.27;0.73;;11
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;106;0.70;1118.22;631.68;1118.97;632.73;0.68;0.32;0.81;0.19;;11
translation-far;;0;;1;0;1;1;1;;30;0.60;242.99;348.48;243.67;350.83;0.43;0.57;0.13;0.87;;3
translation-far_corrected;;0;;1;0;1;1;1;;30;0.53;6413.75;5785.33;6546.00;5876.43;0.80;0.20;0.60;0.40;;3
1.Shabam-Marketing-reference;;0;;1;0;1;1;1;;185;0.37;327.89;336.19;327.91;345.07;0.28;0.72;0.12;0.88;;18
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;185;0.70;5812.72;5400.14;5813.03;5402.83;0.81;0.19;0.74;0.26;;18
1-Shabam-reference-individual;;0;;1;0;1;1;1;;51;0.43;389.99;407.10;390.24;422.55;0.37;0.63;0.12;0.88;;6
1-Shabam-reference-individual_corrected;;1;;1;1;1;1;1;;51;0.73;10396.25;7113.91;10493.08;7178.23;0.80;0.20;0.82;0.18;;6
1.lSRP-pepper-individual;;1;;1;1;1;1;1;;31;0.68;375.48;368.67;379.01;381.12;0.48;0.52;0.48;0.52;;4
1.lSRP-pepper-individual_corrected;;0;;1;1;1;1;0;;31;0.81;567.55;130.84;567.75;130.85;0.87;0.13;0.97;0.03;;4
translation-individual;;0;;1;0;1;1;0;;21;0.52;265.25;356.84;270.57;375.88;0.10;0.90;0.29;0.71;;2
translation-individual_corrected;;1;;1;1;1;1;1;;21;1.00;431.07;169.77;431.16;178.52;0.57;0.43;0.76;0.24;;2
