Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;261;0.95;396.46;354.35;400.76;354.92;0.50;0.50;1.00;0.00;;21
prod_cell1_corrected;;0;;1;1;1;1;0;;261;0.67;930.46;1112.55;947.74;1117.47;0.53;0.47;0.98;0.02;;21
task2_prod_cell1;;0;;1;1;0;0;0;;622;1.00;262.85;207.68;263.15;207.84;0.56;0.44;1.00;0.00;;47
task2_prod_cell1_corrected;;0;;1;1;0;0;0;;622;0.84;692.32;447.58;702.42;458.61;0.51;0.49;1.00;0.00;;47
Cell1_12_YoBaby_Banana_Mango;;0;;1;1;0;0;0;;142;0.99;234.31;152.64;248.76;155.14;0.41;0.59;1.00;0.00;;9
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;1;0;0;0;;142;0.77;383.99;223.60;384.49;223.98;0.41;0.59;1.00;0.00;;9
Cell1_11_Light_Fit_vanilla;;0;;1;1;0;0;0;;29;1.00;174.06;157.13;183.39;168.40;0.76;0.24;1.00;0.00;;2
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;1;0;0;0;;29;0.83;136.69;208.07;148.13;216.24;0.83;0.17;1.00;0.00;;2
Cell1_21_Light_Fit_Strawberry;;0;;1;1;0;0;0;;28;1.00;179.91;145.73;187.94;147.04;0.43;0.57;1.00;0.00;;2
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;0;0;0;0;;28;0.64;151.26;172.40;155.84;176.40;0.57;0.43;1.00;0.00;;2
Cell1_22_Yokids_CherryBerryBase;;0;;1;1;0;0;0;;34;1.00;60.92;52.46;60.96;52.92;1.00;0.00;1.00;0.00;;3
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;1;0;0;0;;34;1.00;78.60;73.04;78.61;73.12;1.00;0.00;1.00;0.00;;3
peapodB;;0;;1;1;0;0;0;;327;1.00;215.09;159.04;217.31;159.09;0.31;0.69;1.00;0.00;;23
peapodB_corrected;;0;;1;1;0;0;0;;327;0.94;385.80;151.17;386.95;151.34;0.35;0.65;1.00;0.00;;23
TargetC;;0;;1;1;0;0;0;;172;1.00;165.17;122.86;165.85;122.96;0.65;0.35;1.00;0.00;;15
TargetC_corrected;;0;;1;1;0;0;0;;172;0.95;711.76;560.31;718.95;565.21;0.56;0.44;0.99;0.01;;15
