Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;160;0.76;155.58;223.33;155.80;223.34;0.66;0.34;0.95;0.05;;7
filler-1_corrected;;0;;1;1;1;1;0;;160;0.67;209.96;1017.38;212.03;1024.40;0.29;0.71;0.95;0.05;;7
filler-2;;0;;1;0;1;1;0;;77;0.25;193.59;108.24;208.71;111.22;0.96;0.04;1.00;0.00;;3
filler-2_corrected;;0;;1;0;1;1;0;;77;0.10;192.57;128.01;213.18;129.32;0.77;0.23;1.00;0.00;;3
FULL_BAY_Current_cell1;;0;;1;1;1;1;0;;123;0.80;110.03;158.79;112.40;165.40;0.63;0.37;1.00;0.00;;5
FULL_BAY_Current_cell1_corrected;;0;;1;0;1;1;0;;123;0.59;113.96;152.37;117.02;152.93;0.21;0.79;1.00;0.00;;5
XXX-translation-1;;0;;1;0;0;0;0;;46;0.09;53.24;94.11;55.33;95.48;0.70;0.30;1.00;0.00;;2
XXX-translation-1_corrected;;0;;1;0;0;0;0;;46;0.09;55.22;90.41;57.04;94.25;0.00;1.00;1.00;0.00;;2
3_SHELVES_Current_cell1;;0;;1;1;1;1;0;;167;0.87;157.01;114.45;157.65;114.52;0.65;0.35;1.00;0.00;;7
3_SHELVES_Current_cell1_corrected;;0;;1;0;1;1;0;;167;0.63;171.90;128.95;173.52;131.90;0.43;0.57;1.00;0.00;;7
XXX-translation-2;;0;;1;0;0;0;0;;52;0.42;192.99;59.79;193.25;60.28;1.00;0.00;1.00;0.00;;2
XXX-translation-2_corrected;;0;;1;0;1;1;0;;52;0.08;278.16;110.13;283.79;113.89;0.94;0.06;1.00;0.00;;2
PRODUCT_SHOT_skinless_current_cell1;;0;;1;1;0;1;0;;87;0.74;152.92;84.86;153.52;85.72;0.39;0.61;1.00;0.00;;4
PRODUCT_SHOT_skinless_current_cell1_corrected;;0;;1;1;1;1;0;;87;0.68;165.32;105.55;166.43;106.87;0.07;0.93;1.00;0.00;;4
