Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;159;0.97;231.39;150.33;231.98;150.38;0.06;0.94;0.34;0.66;;10
filler-1_corrected;;0;;1;0;1;1;1;;159;0.39;12759.58;5339.34;12807.87;5340.45;0.31;0.69;0.49;0.51;;10
filler-2;;0;;0;1;0;0;0;;6;1.00;96.47;90.42;107.02;95.86;0.00;1.00;0.83;0.17;;0
filler-2_corrected;;0;;0;0;1;1;0;;6;0.17;205.56;482.37;205.93;493.24;0.00;1.00;0.83;0.17;;0
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;222;0.87;211.78;165.50;211.81;165.53;0.00;1.00;0.52;0.48;;14
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;1;;222;0.38;4881.55;10093.76;4917.00;10171.48;0.12;0.88;0.74;0.26;;14
translation-far;;1;;1;1;1;1;1;;29;0.97;254.34;145.39;266.80;148.26;0.14;0.86;0.17;0.83;;2
translation-far_corrected;;0;;1;0;1;1;1;;29;0.62;2620.32;5313.02;2670.04;5349.47;0.48;0.52;0.31;0.69;;2
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;385;0.87;202.77;136.78;203.24;136.80;0.00;1.00;0.28;0.72;;26
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;1;;385;0.56;3668.85;5234.35;3691.45;5266.61;0.19;0.81;0.59;0.41;;26
translation-individual;;0;;1;1;0;0;0;;28;0.96;132.45;134.82;132.45;136.08;0.00;1.00;0.18;0.82;;2
translation-individual_corrected;;0;;1;0;1;1;1;;28;0.36;472.79;922.95;494.55;949.43;0.46;0.54;0.36;0.64;;2
1.lSRP-pepper-individual;;0;;1;1;0;1;0;;42;0.90;159.66;201.32;160.75;202.17;0.00;1.00;0.33;0.67;;4
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;1;;42;0.50;5181.89;9993.37;5239.61;10088.18;0.21;0.79;0.62;0.38;;4
1-Shabam-reference-individual;;0;;1;1;0;0;0;;27;0.96;136.43;147.26;137.99;147.30;0.00;1.00;0.85;0.15;;3
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;1;;27;0.11;3049.97;6347.26;3051.74;6356.26;0.22;0.78;0.74;0.26;;3
