Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;24;0.96;216.36;188.89;217.99;200.29;0.42;0.58;0.71;0.29;;2
filler-1_corrected;;1;;1;1;1;1;1;;24;0.96;332.83;131.94;335.00;132.30;0.58;0.42;0.67;0.33;;2
filler-2;;1;;1;1;1;1;1;;32;0.84;171.01;240.13;171.02;240.23;0.25;0.75;0.84;0.16;;2
filler-2_corrected;;1;;1;1;1;1;1;;32;0.91;483.60;371.93;500.03;382.20;0.53;0.47;0.84;0.16;;2
FULL_BAY_IrishRecipe_cell4;;0;;1;0;1;1;0;;24;0.54;106.91;175.03;108.81;175.15;0.00;1.00;0.71;0.29;;2
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;24;0.58;345.85;232.74;353.25;241.89;0.29;0.71;0.63;0.38;;2
XXX-translation-1;;0;;1;1;0;0;0;;15;1.00;48.52;129.80;48.54;130.03;0.00;1.00;0.53;0.47;;1
XXX-translation-1_corrected;;0;;1;1;0;0;0;;15;1.00;101.53;140.50;105.77;140.51;0.00;1.00;0.47;0.53;;1
3_SHELVES_IrishRecipe_cell4;;0;;1;1;0;0;0;;55;1.00;95.85;100.99;96.03;102.68;0.00;1.00;0.07;0.93;;5
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;55;0.76;314.39;165.78;319.42;165.84;0.07;0.93;0.07;0.93;;5
XXX-translation-2;;1;;1;1;1;1;1;;17;1.00;184.26;115.02;192.92;115.12;0.88;0.12;0.88;0.12;;2
XXX-translation-2_corrected;;0;;1;1;0;0;0;;17;1.00;169.57;79.40;181.04;81.19;1.00;0.00;0.76;0.24;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;1;;1;1;1;1;1;;41;0.83;263.86;276.96;266.20;278.36;0.32;0.68;0.56;0.44;;3
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;0;1;1;1;;41;0.66;794.25;241.44;897.45;254.33;0.49;0.51;0.54;0.46;;3
