Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;29;1.00;157.20;73.49;164.07;73.68;0.72;0.28;0.00;1.00;;2
filler-1_corrected;;0;;1;1;1;1;0;;29;0.69;228.59;227.99;237.94;234.84;0.69;0.31;0.00;1.00;;2
filler-2;;1;;1;1;1;1;1;;36;1.00;314.06;129.85;316.22;138.13;0.39;0.61;0.31;0.69;;2
filler-2_corrected;;1;;1;1;1;1;1;;36;0.97;365.82;242.97;375.43;256.74;0.39;0.61;0.31;0.69;;2
1.reference-lSRP-Right-shelf;;1;;1;1;1;1;1;;58;1.00;314.56;119.80;337.21;120.96;0.24;0.76;0.19;0.81;;4
1.reference-lSRP-Right-shelf_corrected;;1;;1;1;1;1;1;;58;0.91;338.47;219.69;374.79;224.21;0.19;0.81;0.29;0.71;;4
translation-far;;0;;1;1;1;1;0;;17;1.00;282.14;99.02;317.41;114.78;0.41;0.59;0.00;1.00;;1
translation-far_corrected;;0;;1;1;1;1;0;;17;0.82;331.38;178.49;371.91;202.53;0.12;0.88;0.06;0.94;;1
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;241;0.93;349.04;116.99;350.45;116.99;0.34;0.66;0.24;0.76;;18
1.Shabam-Marketing-reference_corrected;;1;;1;1;1;1;1;;241;0.80;350.31;261.62;351.94;265.52;0.22;0.78;0.31;0.69;;18
1-Shabam-reference-individual;;0;;1;1;1;1;0;;31;0.94;298.60;128.40;332.89;132.74;0.58;0.42;0.00;1.00;;2
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;31;0.68;426.70;290.64;469.14;296.54;0.42;0.58;0.03;0.97;;2
1.lSRP-pepper-individual;;0;;1;1;1;1;0;;38;1.00;207.52;101.87;207.94;102.52;0.39;0.61;0.00;1.00;;4
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;0;;38;0.58;290.71;317.90;294.95;333.34;0.21;0.79;0.00;1.00;;4
translation-individual;;0;;1;1;0;0;0;;18;1.00;72.97;79.98;74.27;89.18;0.11;0.89;0.00;1.00;;2
translation-individual_corrected;;0;;1;1;0;0;0;;18;0.89;88.90;206.36;94.13;225.11;0.00;1.00;0.28;0.72;;2
