Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1_NL;;1;;1;1;1;1;1;;40;1,00;221,53;163,14;237,58;164,08;0,73;0,28;0,28;0,73;;6
filler-1_NL_corrected;;1;;1;1;1;1;1;;40;1,00;284,10;169,60;306,30;172,92;0,83;0,18;0,48;0,53;;6
filler-2_NL;;1;;1;1;1;1;1;;36;1,00;272,35;103,47;285,08;108,88;0,86;0,14;0,22;0,78;;5
filler-2_NL_corrected;;1;;1;1;1;1;1;;36;0,97;347,00;98,23;362,65;105,18;0,89;0,11;0,69;0,31;;5
XXX-translation-1-nl;;0;;0;1;0;0;1;;9;1,00;121,46;43,90;140,91;44,03;0,44;0,56;0,22;0,78;;2
XXX-translation-1-nl_corrected;;0;;0;1;0;0;1;;9;1,00;130,40;43,10;145,80;48,54;0,56;0,44;0,89;0,11;;2
new_ver5;;1;;1;1;1;1;1;;24;1,00;167,77;106,07;168,91;106,09;0,33;0,67;0,71;0,29;;3
new_ver5_corrected;;1;;1;1;1;1;1;;24;1,00;175,64;85,19;178,64;85,22;0,54;0,46;0,88;0,13;;3
cell2_novi_bruine_prednja_strana_fin;;0;;1;1;1;1;0;;52;0,92;108,07;86,46;113,10;89,71;0,00;1,00;0,23;0,77;;7
cell2_novi_bruine_prednja_strana_fin_corrected;;0;;1;1;0;0;1;;52;0,98;96,09;82,98;99,61;85,59;0,12;0,88;0,79;0,21;;7
cell2_novi_bruine_zadnja_strana_fin;;0;;1;1;0;0;0;;49;0,98;69,19;69,75;69,78;70,47;0,00;1,00;0,16;0,84;;7
cell2_novi_bruine_zadnja_strana_fin_corrected;;0;;1;1;0;0;1;;49;0,98;89,82;69,51;91,52;70,73;0,31;0,69;0,67;0,33;;7
cell2_novi_blonde_prednja_strana_fin;;0;;1;1;0;0;0;;51;1,00;54,10;52,47;54,39;53,33;0,00;1,00;0,00;1,00;;7
cell2_novi_blonde_prednja_strana_fin_corrected;;0;;1;1;0;0;1;;51;1,00;57,59;57,53;58,23;58,73;0,12;0,88;0,82;0,18;;7
