Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;26;0.96;249.51;102.62;249.58;104.86;0.62;0.38;0.00;1.00;;8
filler-1_corrected;;1;;1;1;0;1;1;;26;1.00;244.54;88.87;244.61;90.86;0.58;0.42;0.12;0.88;;8
filler-2;;1;;1;1;1;1;1;;43;0.79;327.84;220.46;328.87;221.13;0.63;0.37;0.23;0.77;;14
filler-2_corrected;;1;;1;1;1;1;1;;43;0.91;324.78;185.82;324.81;187.54;0.60;0.40;0.26;0.74;;14
1.reference-lSRP-Right-shelf;;0;;0;1;0;0;0;;6;1.00;183.70;54.78;183.72;56.08;0.33;0.67;0.00;1.00;;2
1.reference-lSRP-Right-shelf_corrected;;0;;0;1;0;0;1;;6;1.00;180.36;47.83;180.36;48.90;0.33;0.67;0.17;0.83;;2
translation-far;;0;;0;1;0;0;1;;6;1.00;137.94;228.95;140.55;232.39;0.67;0.33;0.33;0.67;;8
translation-far_corrected;;0;;0;1;0;0;1;;6;1.00;147.06;187.07;151.36;189.40;0.50;0.50;0.33;0.67;;8
1.Shabam-Marketing-reference;;0;;1;1;1;1;0;;83;0.71;300.81;280.84;309.40;280.94;0.08;0.92;0.33;0.67;;28
1.Shabam-Marketing-reference_corrected;;0;;1;1;1;1;0;;83;0.76;303.17;239.74;311.53;239.74;0.08;0.92;0.36;0.64;;28
1-Shabam-reference-individual;;0;;1;1;1;1;0;;19;0.68;211.16;109.81;221.33;109.81;0.00;1.00;0.00;1.00;;7
1-Shabam-reference-individual_corrected;;0;;1;1;1;1;0;;19;0.89;213.02;95.91;222.32;96.02;0.00;1.00;0.00;1.00;;7
translation-individual;;0;;0;1;0;0;0;;8;0.88;125.87;96.19;134.71;102.79;0.00;1.00;0.00;1.00;;2
translation-individual_corrected;;0;;0;1;0;0;0;;8;0.88;124.42;87.17;133.26;93.70;0.00;1.00;0.00;1.00;;2
1.lSRP-pepper-individual;;0;;1;0;1;1;0;;34;0.38;238.45;153.73;238.50;156.26;0.09;0.91;0.00;1.00;;12
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;0;;34;0.53;237.63;136.85;237.63;140.87;0.09;0.91;0.00;1.00;;12
