Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;38;0.95;126.54;178.08;130.60;180.07;0.97;0.03;0.13;0.87;;3
filler-1_corrected;;0;;1;0;1;1;1;;38;0.29;11460.16;2113.86;11622.36;2141.03;0.32;0.68;0.16;0.84;;3
filler-2;;1;;1;1;1;1;1;;38;0.95;293.80;210.94;296.59;213.62;0.63;0.37;0.47;0.53;;3
filler-2_corrected;;0;;1;0;1;1;1;;38;0.39;12392.29;2414.04;12554.03;2429.13;0.71;0.29;0.50;0.50;;3
1.reference-lSRP-Right-shelf;;0;;1;1;1;1;0;;186;0.94;177.88;133.25;183.49;133.37;0.29;0.71;0.94;0.06;;15
1.reference-lSRP-Right-shelf_corrected;;0;;1;0;1;1;0;;186;0.34;2485.02;1952.64;2503.12;1963.48;0.23;0.77;0.94;0.06;;15
translation-far;;0;;1;1;0;0;0;;30;1.00;131.90;88.59;132.26;89.23;0.07;0.93;0.93;0.07;;2
translation-far_corrected;;0;;1;0;0;0;0;;30;0.47;152.72;325.99;152.72;327.16;0.00;1.00;0.93;0.07;;2
1.Shabam-Marketing-reference;;1;;1;1;1;1;1;;278;0.79;350.54;206.49;351.81;206.50;0.73;0.27;0.88;0.12;;24
1.Shabam-Marketing-reference_corrected;;0;;1;0;1;1;1;;278;0.19;32049.97;14299.32;32096.08;14329.64;0.58;0.42;0.68;0.32;;24
translation-individual;;0;;1;1;0;0;0;;24;0.92;238.14;82.97;245.92;83.02;0.96;0.04;1.00;0.00;;2
translation-individual_corrected;;0;;1;0;1;1;0;;24;0.13;1678.61;1293.30;1678.66;1295.20;0.75;0.25;0.92;0.08;;2
1.lSRP-pepper-individual;;0;;1;1;0;0;0;;107;0.99;187.02;66.37;189.67;66.43;0.81;0.19;1.00;0.00;;10
1.lSRP-pepper-individual_corrected;;0;;1;0;1;1;0;;107;0.20;3055.38;735.23;3061.51;735.47;0.69;0.31;0.93;0.07;;10
1-Shabam-reference-individual;;0;;1;1;0;0;0;;44;1.00;90.51;52.09;91.12;52.09;0.86;0.14;1.00;0.00;;4
1-Shabam-reference-individual_corrected;;0;;1;0;1;1;0;;44;0.23;351.31;305.49;354.64;307.30;0.75;0.25;1.00;0.00;;4
